stadium_name,batting_statistic,batting_all_time,Batting_2021
"[['The Wankhede Stadium, Mumbai ']]","['Average first innings score at Arun Jaitley Stadium', 'Average first innings winning score at Arun Jaitley Stadium', '% Teams winning batting first at Arun Jaitley Stadium', '% Teams winning chasing at Arun Jaitley Stadium', 'balls per 4 scored at Arun Jaitley Stadium', 'balls per 6 scored at Arun Jaitley Stadium', 'Average powerplay score at Arun Jaitley Stadium', 'Average death overs (last 5) score at Arun Jaitley Stadium', 'Average first innings score at MA Chidambaram Stadium', 'Average first innings winning score at MA Chidambaram Stadium', '% Teams winning batting first at MA Chidambaram Stadium', '% Teams winning chasing at MA Chidambaram Stadium', 'balls per 4 scored at MA Chidambaram Stadium', 'balls per 6 scored at MA Chidambaram Stadium', 'Average powerplay score at MA Chidambaram Stadium', 'Average death overs (last 5) score at MA Chidambaram Stadium', 'Average first innings score at Narendra Modi Stadium', 'Average first innings winning score at Narendra Modi Stadium', '% Teams winning batting first at Narendra Modi Stadium', '% Teams winning chasing at Narendra Modi Stadium', 'balls per 4 scored at Narendra Modi Stadium', 'balls per 6 scored at Narendra Modi Stadium', 'Average powerplay score at Narendra Modi Stadium', 'Average death overs (last 5) score at Narendra Modi Stadium', 'Average first innings score at Wankhede Stadium', 'Average first innings winning score at Wankhede Stadium', '% Teams winning batting first at Wankhede Stadium', '% Teams winning chasing at Wankhede Stadium', 'balls per 4 scored at Wankhede Stadium', 'balls per 6 scored at Wankhede Stadium', 'Average powerplay score at Wankhede Stadium', 'Average death overs (last 5) score at Wankhede Stadium']","['164.50', '181.30', '47.44%', '51.28%', '8.23', '19.66', '47.94', '57.93', '162.27', '172.78', '59.70%', '38.81%', '9.36', '22.38', '46.48', '56.03', '161.82', '172.25', '47.06%', '47.06%', '9.24', '20.33', '46.86', '59.81', '167.30', '175.00', '46.99%', '51.81%', '8.03', '18.47', '45.70', '61.36']","['194.25', '220.00', '25%', '75%', '7.47', '13.84', '48.93', '69.24', '154.80', '166.83', '60.00%', '40.00%', '9.51', '23.73', '45.85', '50.93', '158.60', '175.00', '40.00%', '60.00%', '9.32', '17.63', '45.70', '66.71', '176.60', '205.00', '40.00%', '60.00%', '7.50', '16.03', '45.80', '64.68']"
