player-name,wk,role,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping,points
umesh-yadav,0,bowl,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,12,2,0,0,0,0,50
sunil-narine,0,all,0,0,0,0,0,0,0,0,4.0,0,20,0,5.0,13,1,1,0,0,0,0
piyush-chawla,0,all,0,0,0,0,0,0,0,0,3.0,0,27,1,9.0,7,2,2,1,0,0,33
chris-lynn,0,bat,2017,58,6,2,1,0,1,300.0,0,0,0,0,0,0,0,0,1,0,0,16
jaydev-unadkat,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,1,6.0,10,0,2,1,0,0,33
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,4.0,0,37,3,9.25,7,4,1,0,1,0,85
ms-dhoni,1,bat,2017,57,40,26,0,0,5,153.84,0,0,0,0,0,0,0,0,1,0,0,62
adam-zampa,0,bowl,0,0,0,0,0,0,0,0,1.0,0,9,0,9.0,2,0,1,0,0,0,0
rahul-tripathi,0,bat,2017,57,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
ajinkya-rahane,0,bat,2017,57,56,43,1,5,1,130.23,0,0,0,0,0,0,0,0,0,0,0,71
steven-smith,0,bat,2017,57,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,2,0,0,17
lockie-ferguson,0,bowl,0,0,0,0,0,0,0,0,3.0,0,21,1,7.0,10,1,1,0,0,0,25
dan-christian,0,all,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,6,2,1,3,0,0,28
washington-sundar,0,all,0,0,0,0,0,0,0,0,4.0,0,16,3,4.0,13,0,1,0,0,0,79
hardik-pandya,0,all,2017,57,14,10,1,1,1,140.0,1.0,0,15,0,15.0,0,1,1,0,0,0,17
ambati-rayudu,0,bat,2017,57,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
jasprit-bumrah,0,bowl,2017,57,16,11,0,0,1,145.45,4.0,0,33,0,8.25,6,1,2,0,1,0,24
krunal-pandya,0,all,2017,57,15,11,1,2,0,136.36,4.0,0,22,0,5.5,9,2,0,0,0,0,17
karn-sharma,0,bowl,2017,57,4,7,1,0,0,57.14,4.0,0,30,1,7.5,10,1,2,0,0,0,29
kieron-pollard,0,all,2017,57,7,10,1,1,0,70.0,0,0,0,0,0,0,0,0,0,0,0,8
rohit-sharma,0,bat,2017,57,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,1,0,0,9
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,3.0,0,24,0,8.0,8,2,1,0,0,0,0
avesh-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,23,1,5.75,12,2,1,0,0,0,25
kedar-jadhav,0,all,2017,56,12,9,1,0,1,133.33,0,0,0,0,0,0,0,0,2,0,0,30
virat-kohli,0,bat,2017,56,58,45,1,3,3,128.88,0,0,0,0,0,0,0,0,2,0,0,91
chris-gayle,0,all,2017,56,48,38,1,3,3,126.31,0,0,0,0,0,0,0,0,0,0,0,61
vishnu-vinod,1,bat,2017,56,3,9,1,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,3
sachin-baby,0,bat,2017,56,12,8,1,2,0,150.0,0,0,0,0,0,0,0,0,0,0,0,14
harshal-patel,0,bowl,0,0,0,0,0,0,0,0,4.0,0,43,3,10.75,8,7,1,0,0,0,79
pawan-negi,0,bowl,2017,56,13,5,0,3,0,260.0,2.0,0,10,3,5.0,7,0,1,0,0,0,95
shreyas-iyer,0,bat,2017,56,32,30,1,2,1,106.66,0,0,0,0,0,0,0,0,0,1,0,46
karun-nair,0,bat,2017,56,26,22,1,5,0,118.18,0,0,0,0,0,0,0,0,0,0,0,31
pat-cummins,0,bowl,2017,56,7,3,1,0,1,233.33,4.0,0,21,2,5.25,10,1,0,0,1,0,65
mohammed-shami,0,bowl,2017,56,21,9,1,3,1,233.33,4.0,0,31,0,7.75,11,2,2,0,0,0,26
sanju-samson,1,bat,2017,56,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
shahbaz-nadeem,0,bowl,2017,56,2,6,1,0,0,33.33,2.0,0,12,1,6.0,4,1,0,1,0,0,35
amit-mishra,0,bowl,2017,56,7,4,1,0,1,175.0,2.0,0,26,0,13.0,3,2,2,0,0,0,9
rishabh-pant,1,bat,2017,56,45,34,1,3,2,132.35,0,0,0,0,0,0,0,0,0,0,0,56
glenn-maxwell,0,all,2017,55,0,3,1,0,0,0.0,2.0,0,15,0,7.5,3,0,1,0,0,0,-2
sandeep-sharma,0,bowl,2017,55,0,0,0,0,0,0.0,2.0,0,12,0,6.0,5,1,0,0,0,0,0
eoin-morgan,0,bat,2017,55,4,4,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,5
ishant-sharma,0,bowl,2017,55,1,5,1,0,0,20.0,1.0,0,12,0,12.0,1,2,0,0,0,0,1
wriddhiman-saha,1,bat,2017,55,13,17,1,0,1,76.47,0,0,0,0,0,0,0,0,0,0,0,15
axar-patel,0,all,2017,55,22,20,1,1,1,110.0,2.0,0,13,1,6.5,2,1,0,0,0,0,50
rahul-tewatia,0,bowl,2017,55,4,3,1,1,0,133.33,3.0,0,14,0,4.66,10,0,1,0,0,0,5
jaydev-unadkat,0,bowl,0,0,0,0,0,0,0,0,3.0,1,12,2,4.0,14,1,1,1,1,0,76
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,4.0,0,19,3,4.75,16,3,0,0,0,0,79
ms-dhoni,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28
adam-zampa,0,bowl,0,0,0,0,0,0,0,0,3.5,0,22,2,5.73,8,0,1,0,0,0,50
rahul-tripathi,0,bat,2017,55,28,20,1,4,1,140.0,0,0,0,0,0,0,0,0,0,0,0,34
ajinkya-rahane,0,bat,2017,55,34,34,0,1,1,100.0,0,0,0,0,0,0,0,0,1,0,0,49
steven-smith,0,bat,2017,55,15,18,0,0,0,83.33,0,0,0,0,0,0,0,0,2,0,0,31
dan-christian,0,all,0,0,0,0,0,0,0,0,2.0,0,10,2,5.0,4,0,0,1,0,0,58
washington-sundar,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben-stokes,0,all,0,0,0,0,0,0,0,0,3.0,0,10,0,3.33,12,1,0,0,0,0,0
hardik-pandya,0,all,2017,54,1,2,0,0,0,50.0,4.0,0,22,2,5.5,9,0,1,0,0,0,51
ambati-rayudu,0,bat,2017,54,63,37,1,6,3,170.27,0,0,0,0,0,0,0,0,1,0,0,91
kieron-pollard,0,all,2017,54,13,11,1,0,1,118.18,0,0,0,0,0,0,0,0,0,0,0,15
krunal-pandya,0,all,2017,54,0,1,0,0,0,0.0,2.0,0,14,0,7.0,2,1,0,0,0,0,0
karn-sharma,0,bowl,0,0,0,0,0,0,0,0,3.0,0,26,1,8.66,8,2,2,2,0,0,41
saurabh-tiwary,0,bat,2017,54,52,43,1,9,0,120.93,0,0,0,0,0,0,0,0,0,0,0,69
rohit-sharma,0,bat,2017,54,27,21,1,4,1,128.57,0,0,0,0,0,0,0,0,2,0,0,49
robin-uthappa,0,bat,2017,54,2,4,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,2
trent-boult,0,bowl,2017,54,5,8,0,0,0,62.5,4.0,0,30,2,7.5,13,2,2,0,0,0,55
manish-pandey,0,bat,2017,54,33,33,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,39
umesh-yadav,0,bowl,2017,54,4,4,0,0,0,100.0,4.0,0,40,0,10.0,9,5,2,0,0,0,4
kuldeep-yadav,0,bowl,2017,54,16,15,1,2,0,106.66,3.0,0,25,1,8.33,5,2,1,0,0,0,43
sunil-narine,0,all,2017,54,0,4,1,0,0,0.0,4.0,0,37,0,9.25,8,6,0,1,0,0,6
chris-lynn,0,bat,2017,54,26,14,1,3,2,185.71,0,0,0,0,0,0,0,0,0,0,0,33
dinesh-karthik,1,bat,2017,53,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,6
ishan-kishan,1,bat,2017,53,61,40,1,5,4,152.5,0,0,0,0,0,0,0,0,0,0,0,82
suresh-raina,0,bat,2017,53,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,2
ravindra-jadeja,0,all,2017,53,20,14,0,2,0,142.85,3.0,0,19,0,6.33,4,1,0,0,0,0,22
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,9,1,2,0,0,0,25
david-warner,0,bat,2017,53,69,52,0,9,0,132.69,0,0,0,0,0,0,0,0,0,0,0,86
bhuvneshwar-kumar,0,bowl,0,0,0,0,0,0,0,0,3.2,0,25,2,7.5,9,4,0,0,0,0,50
rashid-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,34,3,8.5,10,3,2,0,0,0,79
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,4.0,0,32,4,8.0,10,4,1,0,0,0,108
shikhar-dhawan,0,bat,2017,53,18,11,1,4,0,163.63,0,0,0,0,0,0,0,0,1,0,0,30
moises-henriques,0,all,2017,53,4,2,1,1,0,200.0,1.0,0,12,0,12.0,1,2,0,0,0,0,5
mohammad-nabi,0,all,0,0,0,0,0,0,0,0,3.0,0,17,0,5.66,9,1,1,0,0,0,0
vijay-shankar,0,all,2017,53,63,44,0,9,0,143.18,0,0,0,0,0,0,0,0,0,0,0,80
deepak-hooda,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
shreyas-iyer,0,bat,2017,52,3,4,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,3
karun-nair,0,bat,2017,52,64,45,1,9,0,142.22,0,0,0,0,0,0,0,0,0,0,0,81
pat-cummins,0,bowl,2017,52,11,6,1,0,1,183.33,4.0,0,31,1,7.75,12,2,2,0,0,0,38
mohammed-shami,0,bowl,2017,52,2,4,1,0,0,50.0,4.0,0,37,2,9.25,7,3,1,0,1,0,58
sanju-samson,1,bat,2017,52,2,4,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,2
shahbaz-nadeem,0,bowl,2017,52,0,0,0,0,0,0.0,3.0,0,21,1,7.0,11,3,1,0,0,0,25
amit-mishra,0,bowl,2017,52,13,9,0,0,1,144.44,3.0,0,26,0,8.66,4,2,1,0,0,0,15
rishabh-pant,1,bat,2017,52,36,22,1,4,2,163.63,0,0,0,0,0,0,0,0,1,0,0,56
jaydev-unadkat,0,bowl,0,0,0,0,0,0,0,0,4.0,0,29,2,7.25,10,2,1,1,0,0,58
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,3.0,0,35,0,11.66,7,3,2,0,0,0,0
ms-dhoni,1,bat,2017,52,5,5,1,0,0,100.0,0,0,0,0,0,0,0,0,2,0,0,21
adam-zampa,0,bowl,0,0,0,0,0,0,0,0,4.0,0,29,1,7.25,9,2,1,0,0,0,25
rahul-tripathi,0,bat,2017,52,7,6,1,1,0,116.66,0,0,0,0,0,0,0,0,0,0,0,8
ajinkya-rahane,0,bat,2017,52,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
steven-smith,0,bat,2017,52,38,32,1,4,1,118.75,0,0,0,0,0,0,0,0,0,0,0,48
dan-christian,0,all,2017,52,3,3,1,0,0,100.0,2.0,0,18,1,9.0,1,2,0,1,0,0,36
washington-sundar,0,all,2017,52,5,3,0,0,0,166.66,3.0,0,23,1,7.66,7,2,1,0,0,0,30
ben-stokes,0,all,2017,52,33,25,1,3,2,132.0,4.0,0,31,2,7.75,11,3,1,1,1,0,108
manan-vohra,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
glenn-maxwell,0,all,2017,51,47,21,1,2,5,223.8,2.0,0,8,1,4.0,5,0,0,0,0,0,88
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,8,4,1,0,0,0,25
ishant-sharma,0,bowl,0,0,0,0,0,0,0,0,3.0,0,29,0,9.66,8,5,0,0,0,0,0
wriddhiman-saha,1,bat,2017,51,93,55,0,11,3,169.09,0,0,0,0,0,0,0,0,1,0,0,126
axar-patel,0,all,2017,51,19,13,0,0,1,146.15,3.0,0,28,1,9.33,6,0,3,0,0,0,46
rahul-tewatia,0,bowl,0,0,0,0,0,0,0,0,2.0,0,17,1,8.5,5,0,2,0,0,0,25
hardik-pandya,0,all,2017,51,30,13,1,0,4,230.76,2.0,0,29,0,14.5,3,3,2,1,0,0,50
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,1,6.0,10,3,0,0,0,0,25
karn-sharma,0,bowl,2017,51,19,6,1,3,1,316.66,3.0,0,32,1,10.66,4,2,2,0,0,0,49
kieron-pollard,0,all,2017,51,50,24,0,1,5,208.33,0,0,0,0,0,0,0,0,0,0,0,69
nitish-rana,0,bat,2017,51,12,12,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,14
rohit-sharma,0,bat,2017,51,5,7,1,0,0,71.42,0,0,0,0,0,0,0,0,0,0,0,5
harbhajan-singh,0,bowl,2017,51,2,4,0,0,0,50.0,3.0,0,45,0,15.0,1,1,5,0,0,0,2
basil-thampi,0,bowl,0,0,0,0,0,0,0,0,3.4,0,43,1,11.72,5,6,1,0,0,0,25
dhawal-kulkarni,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,10,5,0,1,0,0,33
dinesh-karthik,1,bat,2017,50,40,28,1,4,1,142.85,0,0,0,0,0,0,0,0,0,0,0,50
ishan-kishan,1,bat,2017,50,34,25,1,5,1,136.0,0,0,0,0,0,0,0,0,0,0,0,45
suresh-raina,0,bat,2017,50,6,5,1,1,0,120.0,0,0,0,0,0,0,0,0,0,1,0,13
ravindra-jadeja,0,all,2017,50,13,7,0,2,0,185.71,4.0,0,31,0,7.75,10,4,1,0,2,0,27
shreyas-iyer,0,bat,2017,50,96,57,1,15,2,168.42,0,0,0,0,0,0,0,0,0,0,0,123
karun-nair,0,bat,2017,50,30,15,1,5,1,200.0,0,0,0,0,0,0,0,0,0,0,0,41
pat-cummins,0,bowl,2017,50,24,13,1,2,1,184.61,4.0,0,38,1,9.5,4,5,0,0,0,0,53
mohammed-shami,0,bowl,2017,50,4,2,0,1,0,200.0,4.0,0,36,1,9.0,11,3,2,0,1,0,36
sanju-samson,1,bat,2017,50,10,7,1,2,0,142.85,0,0,0,0,0,0,0,0,0,0,0,12
amit-mishra,0,bowl,2017,50,8,2,0,2,0,400.0,2.0,0,27,1,13.5,2,2,2,0,1,0,41
rishabh-pant,1,bat,2017,50,4,2,1,1,0,200.0,0,0,0,0,0,0,0,0,0,0,0,5
manan-vohra,0,bat,2017,49,25,16,1,4,0,156.25,0,0,0,0,0,0,0,0,0,0,0,29
glenn-maxwell,0,all,2017,49,44,25,1,1,4,176.0,0,0,0,0,0,0,0,0,1,0,0,65
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,0,7.75,6,4,0,0,0,0,0
wriddhiman-saha,1,bat,2017,49,38,33,1,2,1,115.15,0,0,0,0,0,0,0,0,0,0,1,58
axar-patel,0,all,2017,49,8,10,0,0,0,80.0,4.0,0,28,0,7.0,9,2,1,2,1,0,30
rahul-tewatia,0,bowl,2017,49,15,8,0,3,0,187.5,4.0,0,18,2,4.5,10,1,0,0,0,0,68
robin-uthappa,0,bat,2017,49,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,6
manish-pandey,0,bat,2017,49,18,23,1,1,0,78.26,0,0,0,0,0,0,0,0,0,0,0,19
umesh-yadav,0,bowl,0,0,0,0,0,0,0,0,3.0,0,26,1,8.66,7,3,0,0,0,0,25
kuldeep-yadav,0,bowl,0,0,0,0,0,0,0,0,3.0,0,34,2,11.33,4,0,3,0,0,0,50
sunil-narine,0,all,2017,49,18,10,1,4,0,180.0,4.0,0,27,1,6.75,8,3,0,0,0,0,47
chris-woakes,0,all,2017,49,8,6,0,0,1,133.33,4.0,0,20,2,5.0,12,2,0,1,0,0,68
chris-lynn,0,bat,2017,49,84,52,1,8,3,161.53,0,0,0,0,0,0,0,0,0,0,0,106
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,3.2,1,23,1,6.9,9,3,0,0,0,0,37
kieron-pollard,0,all,2017,48,5,9,1,0,0,55.55,0,0,0,0,0,0,0,0,0,0,0,5
karn-sharma,0,bowl,2017,48,5,5,1,1,0,100.0,2.0,0,19,0,9.5,6,1,2,0,0,0,6
hardik-pandya,0,all,2017,48,15,24,1,0,0,62.5,1.0,0,13,0,13.0,1,2,0,1,0,0,23
nitish-rana,0,bat,2017,48,9,11,1,2,0,81.81,0,0,0,0,0,0,0,0,0,0,0,11
rohit-sharma,0,bat,2017,48,67,45,1,6,2,148.88,0,0,0,0,0,0,0,0,0,0,0,85
harbhajan-singh,0,bowl,2017,48,1,3,0,0,0,33.33,4.0,0,23,0,5.75,8,2,0,0,0,0,1
siddarth-kaul,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,3,6.0,8,1,0,0,0,0,79
david-warner,0,bat,2017,48,6,6,1,1,0,100.0,0,0,0,0,0,0,0,0,1,0,0,15
bhuvneshwar-kumar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,29,2,7.25,9,1,1,1,0,0,58
rashid-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,22,1,5.5,11,1,1,0,0,0,25
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,3.0,0,32,0,10.66,6,3,1,0,0,0,0
shikhar-dhawan,0,bat,2017,48,62,46,0,4,2,134.78,0,0,0,0,0,0,0,0,0,0,0,78
moises-henriques,0,all,2017,48,44,35,1,6,0,125.71,1.0,0,15,0,15.0,0,3,0,1,0,0,62
mohammad-nabi,0,all,0,0,0,0,0,0,0,0,4.0,0,13,1,3.25,15,1,0,0,0,0,25
vijay-shankar,0,all,2017,48,15,12,0,1,0,125.0,0,0,0,0,0,0,0,0,1,0,0,24
glenn-maxwell,0,all,2017,47,20,11,0,0,2,181.81,2.0,0,21,1,10.5,3,2,1,0,0,0,49
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,29,2,7.25,9,4,0,0,0,0,50
wriddhiman-saha,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
axar-patel,0,all,2017,47,2,1,0,0,0,200.0,3.0,0,29,0,9.66,1,0,2,0,0,0,2
basil-thampi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,48,1,12.0,2,5,2,1,0,0,33
dhawal-kulkarni,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,1,6.0,9,0,1,0,0,0,25
dinesh-karthik,1,bat,2017,47,35,23,0,2,1,152.17,0,0,0,0,0,0,0,0,0,0,0,43
ishan-kishan,1,bat,2017,47,29,24,1,3,0,120.83,0,0,0,0,0,0,0,0,0,0,0,32
suresh-raina,0,bat,2017,47,39,25,1,4,1,156.0,0,0,0,0,0,0,0,0,0,0,0,49
ravindra-jadeja,0,all,2017,47,7,6,0,0,0,116.66,2.0,0,19,0,9.5,1,2,0,0,0,0,7
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,4.0,0,39,1,9.75,13,3,3,0,0,0,25
mandeep-singh,0,all,2017,46,52,43,1,4,1,120.93,0,0,0,0,0,0,0,0,0,0,0,66
kedar-jadhav,0,all,2017,46,8,9,1,1,0,88.88,0,0,0,0,0,0,0,0,1,0,0,17
virat-kohli,0,bat,2017,46,5,9,1,0,0,55.55,0,0,0,0,0,0,0,0,0,0,0,5
chris-gayle,0,all,2017,46,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
ab-de-villiers,1,bat,2017,46,10,8,1,2,0,125.0,0,0,0,0,0,0,0,0,0,0,0,12
pawan-negi,0,bowl,2017,46,5,3,1,1,0,166.66,3.1,0,21,2,6.63,4,1,0,1,0,0,64
manish-pandey,0,bat,2017,46,4,3,0,0,0,133.33,0,0,0,0,0,0,0,0,0,0,0,4
umesh-yadav,0,bowl,0,0,0,0,0,0,0,0,4.0,0,36,3,9.0,12,4,2,2,0,0,95
sheldon-jackson,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunil-narine,0,all,2017,46,54,17,1,6,4,317.64,4.0,0,29,2,7.25,8,2,1,0,0,0,126
chris-woakes,0,all,0,0,0,0,0,0,0,0,4.0,0,39,1,9.75,8,3,2,0,0,0,25
chris-lynn,0,bat,2017,46,50,22,1,5,4,227.27,0,0,0,0,0,0,0,0,1,0,0,79
piyush-chawla,0,all,0,0,0,0,0,0,0,0,2.0,0,13,0,6.5,1,0,0,0,0,0,0
nitish-rana,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,1.0,0,6,1,6.0,3,1,0,0,0,0,25
kieron-pollard,0,all,2017,45,63,35,0,5,4,180.0,0,0,0,0,0,0,0,0,1,0,0,92
karn-sharma,0,bowl,0,0,0,0,0,0,0,0,3.4,0,11,3,3.0,14,0,0,1,0,0,87
hardik-pandya,0,all,2017,45,29,14,0,1,3,207.14,1.0,0,2,0,2.0,4,0,0,0,0,0,36
rohit-sharma,0,bat,2017,45,10,6,1,1,0,166.66,0,0,0,0,0,0,0,0,0,0,0,11
harbhajan-singh,0,bowl,0,0,0,0,0,0,0,0,4.0,0,22,3,5.5,15,1,2,1,0,0,87
shreyas-iyer,0,bat,2017,45,3,6,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,3
kagiso-rabada,0,bowl,2017,45,0,5,1,0,0,0.0,4.0,0,33,1,8.25,9,2,1,0,0,0,25
karun-nair,0,bat,2017,45,21,15,1,3,1,140.0,0,0,0,0,0,0,0,0,0,0,0,26
pat-cummins,0,bowl,2017,45,10,10,1,0,1,100.0,4.0,0,59,0,14.75,6,6,3,0,0,0,12
mohammed-shami,0,bowl,2017,45,7,4,1,0,1,175.0,2.0,0,16,0,8.0,5,3,0,0,0,0,9
sanju-samson,1,bat,2017,45,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
amit-mishra,0,bowl,2017,45,9,14,0,0,0,64.28,4.0,0,37,1,9.25,10,0,4,1,0,0,42
rishabh-pant,1,bat,2017,45,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
jaydev-unadkat,0,bowl,2017,44,0,0,0,0,0,0.0,4.0,1,30,5,7.5,12,2,2,1,0,0,161
shardul-thakur,0,bowl,2017,44,0,1,1,0,0,0.0,2.0,0,12,0,6.0,6,2,0,1,0,0,8
ms-dhoni,1,bat,2017,44,31,21,1,2,2,147.61,0,0,0,0,0,0,0,0,1,0,0,49
rahul-tripathi,0,bat,2017,44,1,4,1,0,0,25.0,0,0,0,0,0,0,0,0,1,0,0,9
ajinkya-rahane,0,bat,2017,44,22,20,1,0,1,110.0,0,0,0,0,0,0,0,0,0,0,0,24
steven-smith,0,bat,2017,44,34,39,1,0,0,87.17,0,0,0,0,0,0,0,0,0,0,0,38
dan-christian,0,all,2017,44,4,2,1,1,0,200.0,3.0,0,21,0,7.0,6,1,1,0,0,0,5
imran-tahir,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,1,6.0,11,1,1,0,0,0,25
washington-sundar,0,all,2017,44,1,3,0,0,0,33.33,3.0,0,19,0,6.33,9,3,0,0,0,0,1
ben-stokes,0,all,2017,44,39,25,1,1,3,156.0,4.0,0,30,3,7.5,11,2,1,2,0,0,145
siddarth-kaul,0,bowl,2017,44,0,2,0,0,0,0.0,4.0,0,29,4,7.25,9,3,0,0,0,0,108
david-warner,0,bat,2017,44,40,34,1,4,1,117.64,0,0,0,0,0,0,0,0,1,1,0,64
bhuvneshwar-kumar,0,bowl,2017,44,0,1,1,0,0,0.0,4.0,0,39,0,9.75,5,2,2,0,1,0,6
rashid-khan,0,bowl,2017,44,3,4,1,0,0,75.0,4.0,0,18,1,4.5,9,0,0,1,0,0,36
shikhar-dhawan,0,bat,2017,44,19,12,1,2,1,158.33,0,0,0,0,0,0,0,0,0,0,0,23
moises-henriques,0,all,2017,44,4,6,1,0,0,66.66,2.5,0,15,0,5.29,7,0,1,0,0,0,4
kane-williamson,0,bat,2017,44,4,2,1,1,0,200.0,0,0,0,0,0,0,0,0,0,0,0,5
manan-vohra,0,bat,2017,43,25,28,1,1,1,89.28,0,0,0,0,0,0,0,0,0,0,0,28
glenn-maxwell,0,all,2017,43,6,11,1,1,0,54.54,3.0,0,15,2,5.0,5,0,0,0,0,0,57
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,22,3,5.5,15,2,1,0,0,0,79
wriddhiman-saha,1,bat,2017,43,21,25,1,1,0,84.0,0,0,0,0,0,0,0,0,3,0,0,50
axar-patel,0,all,2017,43,38,17,0,3,2,223.52,3.0,0,11,3,3.66,7,0,0,1,0,0,136
yuzvendra-chahal,0,bowl,2017,43,4,4,0,0,0,100.0,4.0,0,21,2,5.25,14,1,1,0,0,0,54
mandeep-singh,0,all,2017,43,46,40,1,5,2,115.0,0,0,0,0,0,0,0,0,1,0,0,67
kedar-jadhav,0,all,2017,43,6,6,1,1,0,100.0,0,0,0,0,0,0,0,0,2,0,0,23
virat-kohli,0,bat,2017,43,6,6,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,7
chris-gayle,0,all,2017,43,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
ab-de-villiers,1,bat,2017,43,10,6,1,1,1,166.66,0,0,0,0,0,0,0,0,1,0,0,21
pawan-negi,0,bowl,2017,43,21,23,1,2,0,91.3,3.0,0,21,1,7.0,7,1,1,1,0,0,56
basil-thampi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,40,1,10.0,9,0,4,0,0,0,25
dinesh-karthik,1,bat,2017,42,65,34,1,5,5,191.17,0,0,0,0,0,0,0,0,2,0,0,104
ishan-kishan,1,bat,2017,42,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0,4
suresh-raina,0,bat,2017,42,77,43,1,5,4,179.06,2.0,0,24,0,12.0,3,1,2,0,0,0,98
ravindra-jadeja,0,all,2017,42,18,7,0,0,2,257.14,2.0,0,28,1,14.0,4,1,3,0,0,0,47
shreyas-iyer,0,bat,2017,42,14,8,0,0,2,175.0,0,0,0,0,0,0,0,0,1,0,0,26
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,2,7.0,11,2,1,0,1,0,56
karun-nair,0,bat,2017,42,12,11,1,2,0,109.09,0,0,0,0,0,0,0,0,0,0,0,14
pat-cummins,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,2,7.5,9,4,0,0,0,0,50
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,3.0,0,40,0,13.33,4,5,2,0,0,0,0
sanju-samson,1,bat,2017,42,61,31,1,0,7,196.77,0,0,0,0,0,0,0,0,0,0,0,83
shahbaz-nadeem,0,bowl,0,0,0,0,0,0,0,0,2.0,0,28,0,14.0,3,3,2,0,1,0,6
amit-mishra,0,bowl,0,0,0,0,0,0,0,0,2.0,0,23,0,11.5,1,2,1,0,0,0,0
rishabh-pant,1,bat,2017,42,97,43,1,6,9,225.58,0,0,0,0,0,0,0,0,2,0,0,145
nathan-coulter-nile,0,all,2017,41,6,5,1,0,1,120.0,3.0,0,41,0,13.66,8,6,2,0,0,0,8
suryakumar-yadav,0,bat,2017,41,30,16,0,2,2,187.5,0,0,0,0,0,0,0,0,0,0,0,40
