player-name,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping
andre-russell,2019,23,50,44,0,5,3,113.63,0,0,0,0,0,0,0,0,0,0,0
kuldeep-yadav,2019,23,0,1,1,0,0,0.0,4.0,0,16,0,4.0,12,1,0,0,0,0
sunil-narine,2019,23,6,5,1,0,0,120.0,3.2,0,24,2,7.2,10,1,1,0,0,0
piyush-chawla,2019,23,8,13,1,0,1,61.53,4.0,0,28,1,7.0,10,2,1,2,0,0
chris-lynn,2019,23,0,5,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
harry-gurney,2019,23,1,5,0,0,0,20.0,2.0,0,20,0,10.0,3,3,0,0,0,0
nitish-rana,2019,23,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
shubman-gill,2019,23,9,12,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0
scott-kuggeleijn,0,0,0,0,0,0,0,0,4.0,0,34,0,8.5,10,4,1,0,0,0
shane-watson,2019,23,17,9,1,2,1,188.88,0,0,0,0,0,0,0,0,0,0,0
ambati-rayudu,2019,23,21,31,1,2,0,67.74,0,0,0,0,0,0,0,0,1,1,0
ms-dhoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,0,20,3,5.0,20,2,1,1,0,0
kedar-jadhav,2019,23,8,8,0,1,0,100.0,0,0,0,0,0,0,0,0,1,0,0
faf-du-plessis,2019,23,43,45,0,3,0,95.55,0,0,0,0,0,0,0,0,0,0,0
imran-tahir,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,15,2,1,0,0,0
suresh-raina,2019,23,14,13,1,1,1,107.69,0,0,0,0,0,0,0,0,0,0,0
harbhajan-singh,0,0,0,0,0,0,0,0,4.0,0,15,2,3.75,15,0,1,2,1,0
ravindra-jadeja,0,0,0,0,0,0,0,0,4.0,0,17,1,4.25,15,2,0,0,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,5,4,2,0,0,0
manish-pandey,2019,22,19,15,1,2,0,126.66,0,0,0,0,0,0,0,0,0,0,0
david-warner,2019,22,70,62,0,6,1,112.9,0,0,0,0,0,0,0,0,0,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,4.0,0,25,0,6.25,11,1,1,0,0,0
yusuf-pathan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,20,1,5.0,9,1,0,0,0,0
sandeep-sharma,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,9,1,0,0,0,0
mohammad-nabi,2019,22,12,7,1,0,0,171.42,3.5,0,42,0,10.95,6,4,2,0,0,0
jonny-bairstow,2019,22,1,6,1,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0
vijay-shankar,2019,22,26,27,1,2,0,96.29,0,0,0,0,0,0,0,0,1,0,0
deepak-hooda,2019,22,14,3,0,2,1,466.66,0,0,0,0,0,0,0,0,3,0,0
ankit-rajpoot,0,0,0,0,0,0,0,0,4.0,0,21,0,5.25,10,1,0,0,1,0
mujeeb-ur-rahman,0,0,0,0,0,0,0,0,4.0,0,34,1,8.5,8,2,1,0,0,0
sarfaraz-khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandeep-singh,2019,22,2,3,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,12,4,1,0,0,0
chris-gayle,2019,22,16,14,1,1,1,114.28,0,0,0,0,0,0,0,0,0,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,7,3,0,1,1,0
david-miller,2019,22,1,3,1,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0
kl-rahul,2019,22,71,53,0,7,1,133.96,0,0,0,0,0,0,0,0,1,0,0
sam-curran,2019,22,5,3,0,0,0,166.66,4.0,0,30,0,7.5,6,2,0,0,0,0
mayank-agarwal,2019,22,55,43,1,3,3,127.9,0,0,0,0,0,0,0,0,0,0,0
jofra-archer,0,0,0,0,0,0,0,0,3.0,0,14,0,4.66,12,1,1,0,0,0
sudhesan-midhun,0,0,0,0,0,0,0,0,2.0,0,27,0,13.5,4,2,2,1,0,0
dhawal-kulkarni,0,0,0,0,0,0,0,0,3.0,0,31,0,10.33,7,6,0,0,0,0
rahul-tripathi,2019,21,6,8,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2019,21,5,7,1,1,0,71.42,0,0,0,0,0,0,0,0,0,0,0
steven-smith,2019,21,73,59,0,7,1,123.72,0,0,0,0,0,0,0,0,1,0,0
krishnappa-gowtham,0,0,0,0,0,0,0,0,1.0,0,22,0,22.0,1,4,1,0,0,0
jos-buttler,2019,21,37,34,1,5,1,108.82,0,0,0,0,0,0,0,0,0,0,0
shreyas-gopal,0,0,0,0,0,0,0,0,4.0,0,35,2,8.75,9,0,4,0,0,0
ben-stokes,2019,21,7,14,0,0,0,50.0,0.5,0,3,0,3.6,3,0,0,0,0,0
prashant-chopra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin-uthappa,2019,21,26,16,0,1,2,162.5,0,0,0,0,0,0,0,0,0,0,0
prasidh-krishna,0,0,0,0,0,0,0,0,4.0,0,35,1,8.75,10,5,0,0,0,0
dinesh-karthik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andre-russell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuldeep-yadav,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,5,4,0,0,0,0
sunil-narine,2019,21,47,25,1,6,3,188.0,4.0,0,22,0,5.5,13,1,1,0,0,0
piyush-chawla,0,0,0,0,0,0,0,0,4.0,0,19,0,4.75,13,2,0,1,0,0
chris-lynn,2019,21,50,32,1,6,3,156.25,0,0,0,0,0,0,0,0,0,0,0
harry-gurney,0,0,0,0,0,0,0,0,4.0,0,25,2,6.25,9,1,1,0,0,0
nitish-rana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shubman-gill,2019,21,6,10,0,0,0,60.0,0,0,0,0,0,0,0,0,1,0,0
yuzvendra-chahal,2019,20,1,1,0,0,0,100.0,4.0,0,36,0,9.0,11,3,2,1,0,0
virat-kohli,2019,20,41,33,1,1,2,124.24,0,0,0,0,0,0,0,0,0,0,0
tim-southee,2019,20,9,9,0,0,0,100.0,2.0,0,24,1,12.0,5,5,0,1,0,0
mohammed-siraj,2019,20,1,5,1,0,0,20.0,1.5,0,14,1,7.63,4,2,0,0,0,0
moeen-ali,2019,20,32,18,1,1,3,177.77,4.0,0,22,1,5.5,10,2,0,0,0,0
ab-de-villiers,2019,20,17,16,1,1,1,106.25,0,0,0,0,0,0,0,0,1,0,0
navdeep-saini,0,0,0,0,0,0,0,0,4.0,0,24,2,6.0,13,3,0,1,0,0
pawan-negi,2019,20,0,1,1,0,0,0.0,3.0,0,27,1,9.0,7,3,1,0,0,0
akshdeep-nath,2019,20,19,12,1,4,0,158.33,0,0,0,0,0,0,0,0,1,0,0
parthiv-patel,2019,20,9,9,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0
marcus-stoinis,2019,20,15,17,1,0,1,88.23,0,0,0,0,0,0,0,0,0,0,0
shreyas-iyer,2019,20,67,50,1,8,2,134.0,0,0,0,0,0,0,0,0,1,0,0
colin-ingram,2019,20,22,21,1,2,1,104.76,0,0,0,0,0,0,0,0,1,0,0
prithvi-shaw,2019,20,28,22,1,5,0,127.27,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,0,0,0,0,0,0,0,0,4.0,0,21,4,5.25,9,1,0,0,0,0
sandeep-lamichhane,0,0,0,0,0,0,0,0,4.0,0,46,1,11.5,4,2,4,1,0,0
shikhar-dhawan,2019,20,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
ishant-sharma,0,0,0,0,0,0,0,0,4.0,0,31,0,7.75,11,3,1,0,0,0
chris-morris,2019,20,0,3,1,0,0,0.0,4.0,0,28,2,7.0,10,2,1,0,0,0
rishabh-pant,2019,20,18,14,1,2,0,128.57,0,0,0,0,0,0,0,0,2,0,0
axar-patel,2019,20,4,1,0,1,0,400.0,4.0,0,22,1,5.5,8,0,1,0,0,0
rahul-tewatia,2019,20,1,2,0,0,0,50.0,0,0,0,0,0,0,0,0,1,0,0
hardik-pandya,2019,19,14,14,1,0,1,100.0,1.0,0,7,0,7.0,0,0,0,0,0,0
suryakumar-yadav,2019,19,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,0,0,0
rahul-chahar,2019,19,10,7,1,2,0,142.85,4.0,0,21,2,5.25,13,3,0,1,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,3.0,0,16,1,5.33,9,0,1,1,0,0
krunal-pandya,2019,19,6,13,1,0,0,46.15,2.0,0,9,0,4.5,4,0,0,0,0,0
quinton-de-kock,2019,19,19,18,1,1,1,105.55,0,0,0,0,0,0,0,0,1,0,0
ishan-kishan,2019,19,17,21,1,2,0,80.95,0,0,0,0,0,0,0,0,1,0,0
kieron-pollard,2019,19,46,26,0,2,4,176.92,0,0,0,0,0,0,0,0,0,0,0
alzarri-joseph,2019,19,0,0,0,0,0,0.0,3.4,1,12,6,3.27,16,1,0,1,0,0
rohit-sharma,2019,19,11,14,1,0,1,78.57,0,0,0,0,0,0,0,0,2,0,0
jason-behrendorff,0,0,0,0,0,0,0,0,4.0,0,28,1,7.0,11,4,0,0,0,0
siddarth-kaul,2019,19,0,1,1,0,0,0.0,4.0,0,34,2,8.5,10,1,3,0,0,0
manish-pandey,2019,19,16,21,1,0,0,76.19,0,0,0,0,0,0,0,0,0,0,0
david-warner,2019,19,15,13,1,2,0,115.38,0,0,0,0,0,0,0,0,0,0,0
bhuvneshwar-kumar,2019,19,2,6,1,0,0,33.33,4.0,0,34,1,8.5,13,3,2,0,0,0
yusuf-pathan,2019,19,0,4,1,0,0,0.0,1.0,0,8,0,8.0,1,1,0,0,0,0
rashid-khan,2019,19,0,1,1,0,0,0.0,4.0,0,27,1,6.75,13,2,1,0,0,0
sandeep-sharma,2019,19,5,2,0,1,0,250.0,3.0,0,20,1,6.66,8,1,1,0,0,0
mohammad-nabi,2019,19,11,14,1,0,1,78.57,4.0,0,13,1,3.25,12,0,0,0,0,0
jonny-bairstow,2019,19,16,10,1,3,0,160.0,0,0,0,0,0,0,0,0,2,0,1
vijay-shankar,2019,19,5,10,1,1,0,50.0,0,0,0,0,0,0,0,0,1,1,0
deepak-hooda,2019,19,20,24,1,1,0,83.33,0,0,0,0,0,0,0,0,2,0,0
scott-kuggeleijn,0,0,0,0,0,0,0,0,4.0,0,37,2,9.25,7,2,2,0,0,0
shane-watson,2019,18,26,24,1,3,1,108.33,0,0,0,0,0,0,0,0,0,0,0
ambati-rayudu,2019,18,21,15,0,1,1,140.0,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,2019,18,37,23,0,4,1,160.86,0,0,0,0,0,0,0,0,1,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,0,40,1,10.0,8,4,1,0,0,0
kedar-jadhav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faf-du-plessis,2019,18,54,38,1,2,4,142.1,0,0,0,0,0,0,0,0,2,0,0
imran-tahir,0,0,0,0,0,0,0,0,4.0,0,20,0,5.0,7,1,0,0,0,0
suresh-raina,2019,18,17,20,1,1,0,85.0,0,0,0,0,0,0,0,0,0,0,0
harbhajan-singh,0,0,0,0,0,0,0,0,4.0,1,17,2,4.25,10,0,0,0,0,0
ravindra-jadeja,0,0,0,0,0,0,0,0,4.0,0,24,0,6.0,7,2,0,1,0,0
sarfaraz-khan,2019,18,67,59,1,4,2,113.55,0,0,0,0,0,0,0,0,0,0,0
mandeep-singh,2019,18,1,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,4.0,0,41,0,10.25,6,4,2,0,0,0
chris-gayle,2019,18,5,7,1,1,0,71.42,0,0,0,0,0,0,0,0,0,0,0
murugan-ashwin,0,0,0,0,0,0,0,0,4.0,0,23,0,5.75,8,0,1,0,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,4.0,0,23,3,5.75,10,1,1,0,0,0
david-miller,2019,18,6,5,1,1,0,120.0,0,0,0,0,0,0,0,0,1,0,0
kl-rahul,2019,18,55,47,1,3,1,117.02,0,0,0,0,0,0,0,0,0,0,0
sam-curran,2019,18,0,1,0,0,0,0.0,4.0,0,35,0,8.75,6,3,1,1,0,0
mayank-agarwal,2019,18,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
andrew-tye,0,0,0,0,0,0,0,0,4.0,0,38,0,9.5,7,3,2,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,24,1,6.0,8,0,1,1,0,0
virat-kohli,2019,17,84,49,1,9,2,171.42,0,0,0,0,0,0,0,0,0,0,0
tim-southee,0,0,0,0,0,0,0,0,4.0,0,61,0,15.25,7,6,4,1,0,0
mohammed-siraj,0,0,0,0,0,0,0,0,2.2,0,36,0,15.42,5,4,2,0,0,0
moeen-ali,2019,17,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
ab-de-villiers,2019,17,63,32,1,5,4,196.87,0,0,0,0,0,0,0,0,0,0,0
navdeep-saini,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,12,4,1,0,0,0
pawan-negi,0,0,0,0,0,0,0,0,3.1,0,21,2,6.63,8,1,1,1,0,0
akshdeep-nath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
parthiv-patel,2019,17,25,24,1,3,0,104.16,0,0,0,0,0,0,0,0,0,0,0
marcus-stoinis,2019,17,28,13,0,3,1,215.38,1.4,0,28,0,16.8,2,0,3,0,0,0
robin-uthappa,2019,17,33,25,1,6,0,132.0,0,0,0,0,0,0,0,0,0,0,0
shubman-gill,2019,17,3,3,0,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0
prasidh-krishna,0,0,0,0,0,0,0,0,3.0,0,41,0,13.66,6,7,1,0,0,0
dinesh-karthik,2019,17,19,15,1,1,1,126.66,0,0,0,0,0,0,0,0,0,0,0
kuldeep-yadav,0,0,0,0,0,0,0,0,4.0,0,31,1,7.75,6,2,0,1,0,0
lockie-ferguson,0,0,0,0,0,0,0,0,2.0,0,32,0,16.0,3,4,2,0,0,0
sunil-narine,2019,17,10,8,1,2,0,125.0,4.0,0,30,1,7.5,7,3,0,0,0,0
piyush-chawla,0,0,0,0,0,0,0,0,4.0,0,32,0,8.0,4,3,0,0,0,0
chris-lynn,2019,17,43,31,1,4,2,138.7,0,0,0,0,0,0,0,0,0,0,0
nitish-rana,2019,17,37,23,1,1,2,160.86,2.0,0,22,1,11.0,6,1,2,0,0,0
andre-russell,2019,17,48,13,0,1,7,369.23,1.0,0,16,0,16.0,0,0,2,0,0,0
shreyas-iyer,2019,16,43,41,1,3,1,104.87,0,0,0,0,0,0,0,0,1,0,0
prithvi-shaw,2019,16,11,11,1,2,0,100.0,0,0,0,0,0,0,0,0,1,0,0
colin-ingram,2019,16,5,8,1,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,2019,16,3,4,1,0,0,75.0,3.3,0,32,1,9.14,7,4,1,1,0,0
sandeep-lamichhane,0,0,0,0,0,0,0,0,4.0,0,32,1,8.0,10,3,1,0,0,0
shikhar-dhawan,2019,16,12,14,1,1,0,85.71,0,0,0,0,0,0,0,0,0,0,0
ishant-sharma,2019,16,0,0,0,0,0,0.0,1.0,0,5,1,5.0,2,0,0,0,0,0
chris-morris,2019,16,17,15,1,1,1,113.33,3.0,0,26,0,8.66,7,5,0,1,0,0
rishabh-pant,2019,16,5,7,1,0,0,71.42,0,0,0,0,0,0,0,0,0,0,0
axar-patel,2019,16,23,13,0,1,2,176.92,4.0,0,18,1,4.5,10,1,0,0,0,0
rahul-tewatia,2019,16,5,7,1,1,0,71.42,3.0,0,10,1,3.33,12,1,0,0,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,4.0,0,35,2,8.75,9,1,3,0,0,0
manish-pandey,2019,16,10,13,1,0,0,76.92,0,0,0,0,0,0,0,0,1,0,0
david-warner,2019,16,10,18,1,0,0,55.55,0,0,0,0,0,0,0,0,0,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,4.0,0,27,2,6.75,11,3,0,1,0,0
yusuf-pathan,2019,16,9,11,0,1,0,81.81,0,0,0,0,0,0,0,0,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,18,1,4.5,13,2,0,0,0,0
sandeep-sharma,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,10,2,1,1,0,0
mohammad-nabi,2019,16,17,9,0,2,1,188.88,4.0,0,21,2,5.25,7,1,0,2,0,0
jonny-bairstow,2019,16,48,28,1,9,1,171.42,0,0,0,0,0,0,0,0,0,0,0
vijay-shankar,2019,16,16,21,1,1,0,76.19,0,0,0,0,0,0,0,0,0,0,0
deepak-hooda,2019,16,10,11,1,1,0,90.9,0,0,0,0,0,0,0,0,1,0,0
suryakumar-yadav,2019,15,59,43,1,8,1,137.2,0,0,0,0,0,0,0,0,1,0,0
rahul-chahar,0,0,0,0,0,0,0,0,2.0,0,11,0,5.5,5,1,0,0,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,27,0,6.75,12,4,0,1,0,0
krunal-pandya,2019,15,42,32,1,5,1,131.25,2.0,0,12,0,6.0,6,1,0,0,0,0
kieron-pollard,2019,15,17,7,0,0,2,242.85,0,0,0,0,0,0,0,0,2,0,0
quinton-de-kock,2019,15,4,7,1,1,0,57.14,0,0,0,0,0,0,0,0,4,0,0
hardik-pandya,2019,15,25,8,0,1,3,312.5,4.0,0,20,3,5.0,14,1,1,0,0,0
yuvraj-singh,2019,15,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2019,15,13,18,1,1,0,72.22,0,0,0,0,0,0,0,0,0,0,0
jason-behrendorff,0,0,0,0,0,0,0,0,4.0,0,22,2,5.5,15,2,1,0,0,0
lasith-malinga,0,0,0,0,0,0,0,0,4.0,0,34,3,8.5,13,4,2,0,0,0
dwayne-bravo,2019,15,8,9,1,0,1,88.88,4.0,0,49,1,12.25,5,3,3,0,0,0
shane-watson,2019,15,5,6,1,1,0,83.33,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,2019,15,12,21,1,0,0,57.14,0,0,0,0,0,0,0,0,1,0,0
ambati-rayudu,2019,15,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
shardul-thakur,2019,15,12,5,0,1,1,240.0,4.0,0,37,0,9.25,9,3,2,0,0,0
deepak-chahar,2019,15,7,7,1,1,0,100.0,3.0,0,21,1,7.0,9,4,0,0,0,0
kedar-jadhav,2019,15,58,54,1,8,1,107.4,0,0,0,0,0,0,0,0,1,0,0
mohit-sharma,2019,15,0,2,0,0,0,0.0,3.0,0,27,1,9.0,8,4,1,0,0,0
imran-tahir,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,9,1,1,0,0,0
suresh-raina,2019,15,16,15,1,2,1,106.66,0,0,0,0,0,0,0,0,0,0,0
ravindra-jadeja,2019,15,1,2,1,0,0,50.0,2.0,0,10,1,5.0,6,1,0,2,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,17,2,4.25,11,0,0,0,0,0
umesh-yadav,0,0,0,0,0,0,0,0,3.5,0,40,0,10.43,6,4,1,1,0,0
virat-kohli,2019,14,23,25,1,3,0,92.0,0,0,0,0,0,0,0,0,0,0,0
mohammed-siraj,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,11,1,1,0,0,0
moeen-ali,2019,14,18,9,0,2,1,200.0,1.0,0,14,0,14.0,1,1,1,0,0,0
ab-de-villiers,2019,14,13,9,1,2,0,144.44,0,0,0,0,0,0,0,0,0,0,0
shimron-hetmyer,2019,14,1,9,1,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0
navdeep-saini,0,0,0,0,0,0,0,0,4.0,0,35,0,8.75,12,7,0,0,0,0
akshdeep-nath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parthiv-patel,2019,14,67,41,1,9,1,163.41,0,0,0,0,0,0,0,0,0,0,0
marcus-stoinis,2019,14,31,28,0,2,1,110.71,3.0,0,28,0,9.33,3,4,0,1,0,0
jofra-archer,0,0,0,0,0,0,0,0,4.0,0,47,1,11.75,7,6,2,0,0,0
stuart-binny,0,0,0,0,0,0,0,0,1.0,0,6,0,6.0,1,0,0,0,0,0
dhawal-kulkarni,0,0,0,0,0,0,0,0,3.0,0,26,0,8.66,7,4,0,0,0,0
rahul-tripathi,2019,14,34,23,0,3,1,147.82,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2019,14,22,20,1,4,0,110.0,0,0,0,0,0,0,0,0,1,0,0
varun-aaron,0,0,0,0,0,0,0,0,1.0,0,16,0,16.0,0,3,0,0,0,0
steven-smith,2019,14,38,31,1,2,1,122.58,0,0,0,0,0,0,0,0,0,0,0
krishnappa-gowtham,0,0,0,0,0,0,0,0,4.0,0,19,0,4.75,10,1,0,0,0,0
jos-buttler,2019,14,59,43,1,8,1,137.2,0,0,0,0,0,0,0,0,1,0,0
shreyas-gopal,0,0,0,0,0,0,0,0,4.0,1,12,3,3.0,16,1,0,1,0,0
ben-stokes,2019,14,1,2,0,0,0,50.0,3.0,0,29,0,9.66,4,3,1,0,0,0
mujeeb-ur-rahman,2019,13,0,0,0,0,0,0.0,4.0,0,36,0,9.0,7,4,1,0,0,0
sarfaraz-khan,2019,13,39,29,1,6,0,134.48,0,0,0,0,0,0,0,0,0,0,0
mandeep-singh,2019,13,29,21,0,2,1,138.09,0,0,0,0,0,0,0,0,0,0,0
hardus-viljoen,2019,13,1,3,1,0,0,33.33,3.0,0,22,1,7.33,10,4,0,0,0,0
murugan-ashwin,2019,13,1,2,1,0,0,50.0,2.0,0,19,0,9.5,3,3,0,0,1,0
mohammed-shami,2019,13,0,1,1,0,0,0.0,4.0,0,27,2,6.75,12,3,1,0,0,0
ravichandran-ashwin,2019,13,3,4,1,0,0,75.0,4.0,0,31,2,7.75,8,2,1,0,0,0
david-miller,2019,13,43,30,1,4,2,143.33,0,0,0,0,0,0,0,0,0,0,0
kl-rahul,2019,13,15,11,1,2,1,136.36,0,0,0,0,0,0,0,0,2,0,1
sam-curran,2019,13,20,10,1,3,1,200.0,2.2,0,11,4,4.71,8,1,0,0,0,0
mayank-agarwal,2019,13,6,9,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
shreyas-iyer,2019,13,28,22,1,5,0,127.27,0,0,0,0,0,0,0,0,0,0,0
colin-ingram,2019,13,38,29,1,4,1,131.03,0,0,0,0,0,0,0,0,0,0,0
prithvi-shaw,2019,13,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,2019,13,0,1,1,0,0,0.0,4.0,0,32,2,8.0,11,4,1,0,1,0
avesh-khan,2019,13,4,3,0,1,0,133.33,3.0,0,30,0,10.0,7,6,0,1,0,0
sandeep-lamichhane,2019,13,0,1,1,0,0,0.0,4.0,0,27,2,6.75,8,0,2,0,0,0
shikhar-dhawan,2019,13,30,25,1,4,0,120.0,0,0,0,0,0,0,0,0,0,1,0
chris-morris,2019,13,0,1,1,0,0,0.0,4.0,0,30,3,7.5,9,3,1,1,0,0
hanuma-vihari,2019,13,2,5,1,0,0,40.0,1.0,0,9,0,9.0,0,1,0,0,0,0
harshal-patel,2019,13,0,2,1,0,0,0.0,4.0,0,37,0,9.25,8,3,1,0,0,0
rishabh-pant,2019,13,39,26,1,3,2,150.0,0,0,0,0,0,0,0,0,2,0,0
dwayne-bravo,2019,12,27,16,1,3,1,168.75,4.0,0,32,2,8.0,9,1,2,1,0,0
shane-watson,2019,12,13,13,1,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,2019,12,75,46,0,4,4,163.04,0,0,0,0,0,0,0,0,0,0,0
ambati-rayudu,2019,12,1,8,1,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0
shardul-thakur,0,0,0,0,0,0,0,0,4.0,0,42,2,10.5,8,4,2,0,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,1,19,2,4.75,12,2,0,0,0,0
kedar-jadhav,2019,12,8,3,1,2,0,266.66,0,0,0,0,0,0,0,0,0,1,0
mitchell-santner,0,0,0,0,0,0,0,0,2.0,0,26,0,13.0,3,3,1,0,0,0
imran-tahir,0,0,0,0,0,0,0,0,4.0,0,23,2,5.75,8,0,1,2,0,0
suresh-raina,2019,12,36,32,1,4,1,112.5,0,0,0,0,0,0,0,0,3,0,0
ravindra-jadeja,2019,12,8,3,0,0,1,266.66,2.0,0,23,0,11.5,1,1,1,1,0,0
jofra-archer,2019,12,24,11,0,1,2,218.18,4.0,1,17,2,4.25,13,2,0,1,0,0
jaydev-unadkat,2019,12,0,0,0,0,0,0.0,4.0,0,54,1,13.5,5,3,4,0,0,0
dhawal-kulkarni,0,0,0,0,0,0,0,0,4.0,0,37,1,9.25,12,3,2,1,0,0
rahul-tripathi,2019,12,39,24,1,5,1,162.5,0,0,0,0,0,0,0,0,0,0,0
ajinkya-rahane,2019,12,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
sanju-samson,2019,12,8,10,1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0
steven-smith,2019,12,28,30,1,2,0,93.33,0,0,0,0,0,0,0,0,0,0,0
krishnappa-gowtham,2019,12,9,8,1,0,1,112.5,2.0,0,13,0,6.5,4,1,0,0,0,0
jos-buttler,2019,12,6,7,1,1,0,85.71,0,0,0,0,0,0,0,0,2,0,0
shreyas-gopal,2019,12,0,3,1,0,0,0.0,3.0,0,23,0,7.66,5,1,1,0,0,0
ben-stokes,2019,12,46,26,1,1,3,176.92,3.0,0,30,1,10.0,7,4,1,0,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,3.0,0,16,0,5.33,11,1,1,0,0,0
manish-pandey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
david-warner,2019,11,100,55,0,5,5,181.81,0,0,0,0,0,0,0,0,1,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,3.0,0,25,0,8.33,7,3,1,0,1,0
yusuf-pathan,2019,11,6,6,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,25,0,6.25,10,2,1,0,1,0
sandeep-sharma,0,0,0,0,0,0,0,0,3.5,0,19,3,4.95,13,1,1,0,1,0
mohammad-nabi,0,0,0,0,0,0,0,0,4.0,0,11,4,2.75,16,1,0,0,1,0
jonny-bairstow,2019,11,114,56,1,12,7,203.57,0,0,0,0,0,0,0,0,0,0,0
vijay-shankar,2019,11,9,3,1,0,1,300.0,2.0,0,13,0,6.5,6,1,0,0,2,0
deepak-hooda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
shivam-dube,2019,11,5,7,1,1,0,71.42,0,0,0,0,0,0,0,0,0,0,0
yuzvendra-chahal,2019,11,1,3,1,0,0,33.33,4.0,0,44,1,11.0,3,2,2,0,0,0
umesh-yadav,2019,11,14,9,1,1,1,155.55,4.0,0,47,0,11.75,7,4,3,1,0,0
virat-kohli,2019,11,3,10,1,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0
