player-name,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping
kagiso-rabada,0,0,0,0,0,0,0,0,4.0,0,24,4,6.0,9,2,0,0,0,0
anrich-nortje,0,0,0,0,0,0,0,0,4.0,0,22,2,5.5,13,3,0,0,0,0
shikhar-dhawan,2020,19,32,28,1,3,0,114.28,0,0,0,0,0,0,0,0,1,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,4.0,0,26,1,6.5,9,1,1,1,0,0
harshal-patel,0,0,0,0,0,0,0,0,4.0,0,43,0,10.75,5,4,1,0,0,0
shimron-hetmyer,2020,19,11,7,0,0,1,157.14,0,0,0,0,0,0,0,0,1,0,0
rishabh-pant,2020,19,37,25,1,3,2,148.0,0,0,0,0,0,0,0,0,2,0,0
axar-patel,0,0,0,0,0,0,0,0,4.0,0,18,2,4.5,10,1,0,0,0,0
marcus-stoinis,2020,19,53,26,0,6,2,203.84,0,0,0,0,0,0,0,0,1,0,0
devdutt-padikkal,2020,19,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,1,0,0
shivam-dube,2020,19,11,12,1,0,1,91.66,0,0,0,0,0,0,0,0,0,0,0
yuzvendra-chahal,2020,19,0,0,0,0,0,0.0,3.0,0,29,0,9.66,4,3,1,0,0,0
isuru-udana,2020,19,1,3,1,0,0,33.33,4.0,0,40,1,10.0,5,4,1,0,0,0
virat-kohli,2020,19,43,39,1,2,1,110.25,0,0,0,0,0,0,0,0,0,0,0
mohammed-siraj,2020,19,5,4,1,1,0,125.0,4.0,0,34,2,8.5,11,4,1,0,0,0
moeen-ali,2020,19,11,13,1,1,0,84.61,2.0,0,21,1,10.5,2,1,1,1,0,0
ab-de-villiers,2020,19,9,6,1,2,0,150.0,0,0,0,0,0,0,0,0,1,0,0
aaron-finch,2020,19,13,14,1,1,0,92.85,0,0,0,0,0,0,0,0,0,0,0
navdeep-saini,2020,19,12,12,0,1,0,100.0,3.0,0,48,0,16.0,4,5,3,0,0,0
washington-sundar,2020,19,17,11,1,3,0,154.54,4.0,0,20,0,5.0,9,1,0,0,0,0
harpreet-brar,0,0,0,0,0,0,0,0,4.0,0,41,0,10.25,6,5,1,0,0,0
sheldon-cottrell,0,0,0,0,0,0,0,0,3.0,0,30,0,10.0,5,3,1,0,0,0
ravi-bishnoi,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,10,4,1,0,0,0
nicholas-pooran,2020,18,33,17,1,1,3,194.11,0,0,0,0,0,0,0,0,0,0,0
mandeep-singh,2020,18,27,16,1,0,2,168.75,0,0,0,0,0,0,0,0,0,0,0
sarfaraz-khan,2020,18,14,9,0,2,0,155.55,0,0,0,0,0,0,0,0,0,0,0
chris-jordan,0,0,0,0,0,0,0,0,3.0,0,42,0,14.0,2,8,0,0,0,0
glenn-maxwell,2020,18,11,7,0,1,0,157.14,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,3.4,0,35,0,9.54,7,2,1,0,0,0
kl-rahul,2020,18,63,52,1,7,1,121.15,0,0,0,0,0,0,0,0,0,0,0
mayank-agarwal,2020,18,26,19,1,3,0,136.84,0,0,0,0,0,0,0,0,0,0,0
dwayne-bravo,0,0,0,0,0,0,0,0,4.0,0,38,0,9.5,7,3,1,0,0,0
shane-watson,2020,18,83,53,0,11,3,156.6,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ambati-rayudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
shardul-thakur,0,0,0,0,0,0,0,0,4.0,0,39,2,9.75,8,5,1,0,0,0
deepak-chahar,0,0,0,0,0,0,0,0,3.0,0,17,0,5.66,9,2,0,0,0,0
kedar-jadhav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faf-du-plessis,2020,18,87,53,0,11,1,164.15,0,0,0,0,0,0,0,0,0,0,0
piyush-chawla,0,0,0,0,0,0,0,0,2.0,0,22,1,11.0,2,0,2,0,0,0
sam-curran,0,0,0,0,0,0,0,0,3.0,0,31,0,10.33,3,3,1,1,0,0
ravindra-jadeja,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,7,1,1,1,0,0
suryakumar-yadav,2020,17,27,18,1,6,0,150.0,0,0,0,0,0,0,0,0,0,0,0
rahul-chahar,0,0,0,0,0,0,0,0,1.0,0,16,0,16.0,1,0,2,2,0,0
trent-boult,0,0,0,0,0,0,0,0,4.0,0,28,2,7.0,11,3,1,0,0,0
kieron-pollard,2020,17,25,13,0,0,3,192.3,3.0,0,20,0,6.66,6,1,0,1,0,0
krunal-pandya,2020,17,20,4,0,2,2,500.0,4.0,0,35,1,8.75,9,1,2,0,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,41,2,10.25,8,4,2,0,0,0
quinton-de-kock,2020,17,67,39,1,4,4,171.79,0,0,0,0,0,0,0,0,1,0,0
ishan-kishan,2020,17,31,23,1,1,2,134.78,0,0,0,0,0,0,0,0,1,0,0
hardik-pandya,2020,17,28,19,1,2,2,147.36,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2020,17,6,5,1,0,1,120.0,0,0,0,0,0,0,0,0,1,0,0
james-pattinson,0,0,0,0,0,0,0,0,4.0,0,29,2,7.25,8,3,0,0,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,4.0,0,64,2,16.0,6,9,3,0,0,0
manish-pandey,2020,17,30,19,1,4,1,157.89,0,0,0,0,0,0,0,0,1,0,0
david-warner,2020,17,60,44,1,5,2,136.36,0,0,0,0,0,0,0,0,0,0,0
rashid-khan,2020,17,3,7,0,0,0,42.85,4.0,0,22,1,5.5,11,1,1,1,0,0
sandeep-sharma,2020,17,0,1,0,0,0,0.0,4.0,0,41,2,10.25,9,2,4,0,0,0
abdul-samad,2020,17,20,9,1,1,2,222.22,2.0,0,27,0,13.5,1,1,2,0,0,0
jonny-bairstow,2020,17,25,15,1,2,2,166.66,0,0,0,0,0,0,0,0,1,0,0
priyam-garg,2020,17,8,7,1,0,0,114.28,0,0,0,0,0,0,0,0,0,0,0
t-natarajan,0,0,0,0,0,0,0,0,4.0,0,29,0,7.25,11,2,2,1,0,0
abhishek-sharma,2020,17,10,13,1,0,0,76.92,0,0,0,0,0,0,0,0,0,0,0
kane-williamson,2020,17,3,5,1,0,0,60.0,2.0,0,24,0,12.0,0,0,2,0,0,0
shreyas-iyer,2020,16,88,38,0,7,6,231.57,0,0,0,0,0,0,0,0,0,0,0
prithvi-shaw,2020,16,66,41,1,4,4,160.97,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,0,0,0,0,0,0,0,0,4.0,0,51,1,12.75,8,3,5,0,0,0
anrich-nortje,0,0,0,0,0,0,0,0,4.0,0,33,3,8.25,11,2,2,1,0,0
shikhar-dhawan,2020,16,26,16,1,2,2,162.5,0,0,0,0,0,0,0,0,1,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,2.0,0,26,0,13.0,1,1,2,0,0,0
amit-mishra,0,0,0,0,0,0,0,0,2.0,0,14,1,7.0,5,0,1,0,0,0
harshal-patel,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,7,2,1,1,1,0
shimron-hetmyer,2020,16,7,5,0,0,1,140.0,0,0,0,0,0,0,0,0,1,0,0
rishabh-pant,2020,16,38,17,1,5,1,223.52,0,0,0,0,0,0,0,0,1,0,0
marcus-stoinis,2020,16,1,3,1,0,0,33.33,4.0,0,46,1,11.5,6,4,3,0,0,0
shubman-gill,2020,16,28,22,1,2,1,127.27,0,0,0,0,0,0,0,0,1,0,0
pat-cummins,2020,16,5,4,1,1,0,125.0,4.0,0,49,0,12.25,2,5,2,0,0,0
dinesh-karthik,2020,16,6,8,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0
rahul-tripathi,2020,16,36,16,1,3,3,225.0,0,0,0,0,0,0,0,0,0,0,0
eoin-morgan,2020,16,44,18,1,1,5,244.44,0,0,0,0,0,0,0,0,1,0,0
varun-chakravarthy,0,0,0,0,0,0,0,0,4.0,0,49,1,12.25,6,5,3,1,0,0
sunil-narine,2020,16,3,5,1,0,0,60.0,2.0,0,26,0,13.0,1,0,3,0,0,0
shivam-mavi,2020,16,1,3,0,0,0,33.33,3.0,0,40,0,13.33,2,6,1,1,0,0
kamlesh-nagarkoti,2020,16,3,3,0,0,0,100.0,3.0,0,35,1,11.66,1,0,3,0,0,0
nitish-rana,2020,16,58,35,1,4,4,165.71,0,0,0,0,0,0,0,0,0,0,0
andre-russell,2020,16,13,8,1,1,1,162.5,4.0,0,29,2,7.25,11,2,2,0,0,0
robin-uthappa,2020,15,17,22,1,1,0,77.27,0,0,0,0,0,0,0,0,0,0,0
jofra-archer,2020,15,16,10,0,1,1,160.0,4.0,0,18,1,4.5,15,3,0,0,0,0
jaydev-unadkat,0,0,0,0,0,0,0,0,3.0,0,31,0,10.33,3,2,1,0,0,0
mahipal-lomror,2020,15,47,39,1,1,3,120.51,0,0,0,0,0,0,0,0,0,0,0
tom-curran,0,0,0,0,0,0,0,0,3.1,0,40,0,12.63,3,7,0,0,0,0
sanju-samson,2020,15,4,3,1,1,0,133.33,0,0,0,0,0,0,0,0,0,0,0
steven-smith,2020,15,5,5,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0
riyan-parag,2020,15,16,18,1,1,0,88.88,1.0,0,13,0,13.0,3,1,1,0,0,0
jos-buttler,2020,15,22,12,1,3,1,183.33,0,0,0,0,0,0,0,0,0,0,0
shreyas-gopal,0,0,0,0,0,0,0,0,4.0,0,27,1,6.75,5,2,0,0,0,0
rahul-tewatia,2020,15,24,12,0,0,3,200.0,4.0,0,28,0,7.0,7,1,1,0,0,0
devdutt-padikkal,2020,15,63,45,1,6,1,140.0,0,0,0,0,0,0,0,0,2,0,0
shivam-dube,0,0,0,0,0,0,0,0,1.0,0,4,0,4.0,2,0,0,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,24,3,6.0,10,0,2,1,0,0
isuru-udana,0,0,0,0,0,0,0,0,4.0,0,41,2,10.25,8,4,2,1,0,0
adam-zampa,0,0,0,0,0,0,0,0,3.0,0,27,0,9.0,3,2,1,0,0,0
virat-kohli,2020,15,72,53,0,7,2,135.84,0,0,0,0,0,0,0,0,0,0,0
gurkeerat-singh-mann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab-de-villiers,2020,15,12,10,0,1,0,120.0,0,0,0,0,0,0,0,0,0,0,0
aaron-finch,2020,15,8,7,1,2,0,114.28,0,0,0,0,0,0,0,0,1,0,0
navdeep-saini,0,0,0,0,0,0,0,0,4.0,1,37,1,9.25,10,2,3,0,0,0
washington-sundar,0,0,0,0,0,0,0,0,4.0,0,20,0,5.0,8,1,0,0,0,0
manish-pandey,2020,14,29,21,1,5,0,138.09,0,0,0,0,0,0,0,0,0,0,0
david-warner,2020,14,28,29,1,3,0,96.55,0,0,0,0,0,0,0,0,1,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,3.1,0,20,1,6.31,9,3,0,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,12,0,3.0,16,1,0,0,0,0
khaleel-ahmed,0,0,0,0,0,0,0,0,3.5,0,34,0,8.86,9,3,1,0,0,0
abdul-samad,2020,14,8,6,0,0,0,133.33,4.0,0,41,1,10.25,7,2,2,1,0,0
jonny-bairstow,2020,14,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
priyam-garg,2020,14,51,26,0,6,1,196.15,0,0,0,0,0,0,0,0,0,1,0
t-natarajan,0,0,0,0,0,0,0,0,4.0,0,43,2,10.75,9,5,2,0,0,0
abhishek-sharma,2020,14,31,24,1,4,1,129.16,1.0,0,4,0,4.0,2,0,0,0,0,0
kane-williamson,2020,14,9,13,1,1,0,69.23,0,0,0,0,0,0,0,0,0,0,0
dwayne-bravo,0,0,0,0,0,0,0,0,4.0,0,28,0,7.0,6,2,0,0,0,0
shane-watson,2020,14,1,6,1,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,2020,14,47,36,0,4,1,130.55,0,0,0,0,0,0,0,0,1,0,1
ambati-rayudu,2020,14,8,9,1,1,0,88.88,0,0,0,0,0,0,0,0,0,1,0
shardul-thakur,0,0,0,0,0,0,0,0,4.0,0,32,1,8.0,9,3,0,0,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,0,31,2,7.75,11,5,0,0,0,0
kedar-jadhav,2020,14,3,10,1,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0
faf-du-plessis,2020,14,22,19,1,4,0,115.78,0,0,0,0,0,0,0,0,1,0,0
piyush-chawla,0,0,0,0,0,0,0,0,3.0,0,20,1,6.66,7,3,0,0,0,0
sam-curran,2020,14,15,5,0,0,2,300.0,3.0,0,37,0,12.33,5,5,1,1,0,0
ravindra-jadeja,2020,14,50,35,1,5,2,142.85,2.0,0,16,0,8.0,5,1,1,0,0,0
hardik-pandya,2020,13,30,11,0,3,2,272.72,0,0,0,0,0,0,0,0,0,0,0
suryakumar-yadav,2020,13,10,7,1,2,0,142.85,0,0,0,0,0,0,0,0,2,0,0
rahul-chahar,0,0,0,0,0,0,0,0,4.0,0,26,2,6.5,9,0,1,0,0,0
trent-boult,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,5,5,1,1,0,0
krunal-pandya,0,0,0,0,0,0,0,0,4.0,0,27,1,6.75,9,1,1,0,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,18,2,4.5,13,2,0,0,0,0
quinton-de-kock,2020,13,0,5,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
ishan-kishan,2020,13,28,32,1,1,1,87.5,0,0,0,0,0,0,0,0,0,0,0
kieron-pollard,2020,13,47,20,0,3,4,235.0,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2020,13,70,45,1,8,3,155.55,0,0,0,0,0,0,0,0,0,0,0
james-pattinson,0,0,0,0,0,0,0,0,4.0,0,28,2,7.0,7,2,0,0,0,0
sheldon-cottrell,0,0,0,0,0,0,0,0,4.0,1,20,1,5.0,14,3,0,0,0,0
ravi-bishnoi,2020,13,1,5,1,0,0,20.0,4.0,0,37,0,9.25,8,1,3,0,0,0
nicholas-pooran,2020,13,44,27,1,3,2,162.96,0,0,0,0,0,0,0,0,0,0,0
sarfaraz-khan,2020,13,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,0,0,0
karun-nair,2020,13,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
glenn-maxwell,2020,13,11,18,1,0,0,61.11,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,2020,13,2,2,0,0,0,100.0,4.0,0,36,1,9.0,9,6,0,0,1,0
krishnappa-gowtham,2020,13,22,13,0,2,1,169.23,4.0,0,45,1,11.25,6,2,4,0,0,0
kl-rahul,2020,13,17,19,1,1,0,89.47,0,0,0,0,0,0,0,0,0,0,0
mayank-agarwal,2020,13,25,18,1,3,0,138.88,0,0,0,0,0,0,0,0,0,0,0
james-neesham,2020,13,7,7,1,0,0,100.0,4.0,0,52,0,13.0,4,5,3,1,0,0
shubman-gill,2020,12,47,34,1,5,1,138.23,0,0,0,0,0,0,0,0,1,0,0
pat-cummins,2020,12,12,10,1,1,0,120.0,3.0,0,13,1,4.33,12,0,1,0,0,0
dinesh-karthik,2020,12,1,3,1,0,0,33.33,0,0,0,0,0,0,0,0,2,0,0
eoin-morgan,2020,12,34,23,0,1,2,147.82,0,0,0,0,0,0,0,0,0,0,0
kuldeep-yadav,0,0,0,0,0,0,0,0,3.0,0,20,1,6.66,8,1,1,0,0,0
varun-chakravarthy,0,0,0,0,0,0,0,0,4.0,0,25,2,6.25,7,0,1,1,0,0
sunil-narine,2020,12,15,14,1,2,1,107.14,4.0,0,40,1,10.0,9,1,4,1,0,0
shivam-mavi,0,0,0,0,0,0,0,0,4.0,0,20,2,5.0,13,2,0,1,0,0
kamlesh-nagarkoti,2020,12,8,5,0,1,0,160.0,2.0,0,13,2,6.5,6,0,1,2,0,0
nitish-rana,2020,12,22,17,1,2,1,129.41,0,0,0,0,0,0,0,0,0,0,0
andre-russell,2020,12,24,14,1,0,3,171.42,0,0,0,0,0,0,0,0,0,0,0
robin-uthappa,2020,12,2,7,1,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0
jofra-archer,2020,12,6,4,1,0,1,150.0,4.0,0,18,2,4.5,14,1,1,1,0,0
jaydev-unadkat,2020,12,9,13,1,0,0,69.23,2.0,0,14,1,7.0,6,1,1,1,0,0
ankit-rajpoot,2020,12,7,5,0,0,1,140.0,4.0,0,39,1,9.75,9,3,2,0,0,0
tom-curran,2020,12,54,36,0,2,3,150.0,4.0,0,37,1,9.25,7,2,1,0,0,0
sanju-samson,2020,12,8,9,1,1,0,88.88,0,0,0,0,0,0,0,0,1,0,0
steven-smith,2020,12,3,7,1,0,0,42.85,0,0,0,0,0,0,0,0,0,0,0
riyan-parag,2020,12,1,6,1,0,0,16.66,1.0,0,14,0,14.0,0,0,1,1,0,0
jos-buttler,2020,12,21,16,1,1,2,131.25,0,0,0,0,0,0,0,0,1,0,0
shreyas-gopal,2020,12,5,7,1,0,0,71.42,4.0,0,43,0,10.75,7,4,2,0,0,0
rahul-tewatia,2020,12,14,10,1,0,1,140.0,1.0,0,6,1,6.0,3,1,0,0,0,0
manish-pandey,2020,11,3,5,1,0,0,60.0,0,0,0,0,0,0,0,0,1,0,0
david-warner,2020,11,45,33,1,3,2,136.36,0,0,0,0,0,0,0,0,0,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,4.0,0,25,2,6.25,13,4,0,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,14,3,3.5,13,1,0,0,0,0
khaleel-ahmed,0,0,0,0,0,0,0,0,4.0,0,43,1,10.75,9,2,3,0,0,0
abdul-samad,2020,11,12,7,0,1,1,171.42,0,0,0,0,0,0,0,0,1,0,0
jonny-bairstow,2020,11,53,48,1,2,1,110.41,0,0,0,0,0,0,0,0,2,0,0
priyam-garg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
t-natarajan,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,8,2,0,0,0,0
abhishek-sharma,2020,11,1,1,0,0,0,100.0,4.0,0,34,0,8.5,4,0,2,0,0,0
kane-williamson,2020,11,41,26,1,5,0,157.69,0,0,0,0,0,0,0,0,0,0,0
shreyas-iyer,2020,11,17,21,1,2,0,80.95,0,0,0,0,0,0,0,0,0,0,0
prithvi-shaw,2020,11,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,2020,11,15,7,0,1,1,214.28,4.0,0,21,2,5.25,11,1,0,1,0,0
anrich-nortje,2020,11,3,2,0,0,0,150.0,4.0,0,40,0,10.0,6,4,2,1,0,0
shikhar-dhawan,2020,11,34,31,1,4,0,109.67,0,0,0,0,0,0,0,0,0,0,0
amit-mishra,0,0,0,0,0,0,0,0,4.0,0,35,2,8.75,6,3,1,0,0,0
ishant-sharma,0,0,0,0,0,0,0,0,3.0,0,26,0,8.66,4,0,1,0,0,0
shimron-hetmyer,2020,11,21,12,1,0,2,175.0,0,0,0,0,0,0,0,0,0,0,0
rishabh-pant,2020,11,28,27,1,1,2,103.7,0,0,0,0,0,0,0,0,1,0,0
axar-patel,2020,11,5,6,1,0,0,83.33,2.0,0,14,0,7.0,2,1,0,1,0,0
marcus-stoinis,2020,11,11,9,1,1,0,122.22,3.0,0,22,0,7.33,4,2,0,0,0,0
devdutt-padikkal,2020,10,54,40,1,5,2,135.0,0,0,0,0,0,0,0,0,1,0,0
shivam-dube,2020,10,27,10,0,1,3,270.0,0,0,0,0,0,0,0,0,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,48,1,12.0,2,1,4,0,0,0
isuru-udana,0,0,0,0,0,0,0,0,4.0,0,45,2,11.25,7,3,3,0,0,0
adam-zampa,0,0,0,0,0,0,0,0,4.0,0,53,1,13.25,3,1,5,0,0,0
virat-kohli,2020,10,3,11,1,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0
gurkeerat-singh-mann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab-de-villiers,2020,10,55,24,0,4,4,229.16,0,0,0,0,0,0,0,0,1,0,0
aaron-finch,2020,10,52,35,1,7,1,148.57,0,0,0,0,0,0,0,0,0,0,0
navdeep-saini,0,0,0,0,0,0,0,0,4.0,0,43,0,10.75,8,1,4,0,3,0
washington-sundar,0,0,0,0,0,0,0,0,4.0,0,12,1,3.0,13,0,0,0,0,0
suryakumar-yadav,2020,10,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
rahul-chahar,0,0,0,0,0,0,0,0,4.0,0,31,1,7.75,7,4,0,0,0,0
trent-boult,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,8,2,2,0,0,0
kieron-pollard,2020,10,60,24,0,3,5,250.0,1.0,0,13,0,13.0,0,2,0,2,0,0
krunal-pandya,2020,10,0,0,0,0,0,0.0,3.0,0,23,0,7.66,6,3,0,0,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,42,0,10.5,10,4,3,0,0,0
quinton-de-kock,2020,10,14,15,1,1,0,93.33,0,0,0,0,0,0,0,0,0,0,0
ishan-kishan,2020,10,99,58,1,2,9,170.68,0,0,0,0,0,0,0,0,0,0,0
hardik-pandya,2020,10,15,13,1,0,1,115.38,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2020,10,8,8,1,0,1,100.0,0,0,0,0,0,0,0,0,1,0,0
james-pattinson,0,0,0,0,0,0,0,0,4.0,0,51,0,12.75,9,2,5,0,0,0
sheldon-cottrell,0,0,0,0,0,0,0,0,3.0,0,52,1,17.33,8,3,6,0,0,0
ravi-bishnoi,0,0,0,0,0,0,0,0,4.0,0,34,0,8.5,12,1,3,0,0,0
nicholas-pooran,2020,9,25,8,0,1,3,312.5,0,0,0,0,0,0,0,0,1,0,0
sarfaraz-khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
karun-nair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glenn-maxwell,2020,9,13,9,0,2,0,144.44,3.0,0,29,0,9.66,6,0,3,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,4.0,0,53,3,13.25,8,4,4,1,0,0
murugan-ashwin,0,0,0,0,0,0,0,0,1.3,0,16,1,10.66,2,1,1,0,0,0
kl-rahul,2020,9,69,54,1,7,1,127.77,0,0,0,0,0,0,0,0,1,0,0
mayank-agarwal,2020,9,106,50,1,10,7,212.0,0,0,0,0,0,0,0,0,1,0,0
james-neesham,0,0,0,0,0,0,0,0,4.0,0,40,1,10.0,5,5,1,0,0,0
robin-uthappa,2020,9,9,4,1,2,0,225.0,0,0,0,0,0,0,0,0,0,0,0
jofra-archer,2020,9,13,3,0,0,2,433.33,4.0,0,46,0,11.5,9,6,2,0,0,0
ankit-rajpoot,0,0,0,0,0,0,0,0,4.0,0,39,1,9.75,7,5,1,0,0,0
jaydev-unadkat,0,0,0,0,0,0,0,0,3.0,0,30,0,10.0,5,2,1,0,0,0
tom-curran,2020,9,4,1,0,1,0,400.0,4.0,0,44,1,11.0,4,4,2,0,0,0
sanju-samson,2020,9,85,42,1,4,7,202.38,0,0,0,0,0,0,0,0,1,0,0
steven-smith,2020,9,50,27,1,7,2,185.18,0,0,0,0,0,0,0,0,0,0,0
riyan-parag,2020,9,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
jos-buttler,2020,9,4,7,1,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0
shreyas-gopal,0,0,0,0,0,0,0,0,4.0,0,44,0,11.0,4,2,3,1,0,0
rahul-tewatia,2020,9,53,31,1,0,7,170.96,1.0,0,19,0,19.0,0,1,2,0,0,0
manish-pandey,2020,8,51,38,1,3,2,134.21,0,0,0,0,0,0,0,0,0,0,0
david-warner,2020,8,36,30,1,2,1,120.0,0,0,0,0,0,0,0,0,1,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,3.0,0,29,0,9.66,7,3,1,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,8,3,0,0,0,0
wriddhiman-saha,2020,8,30,31,1,1,1,96.77,0,0,0,0,0,0,0,0,1,0,0
khaleel-ahmed,0,0,0,0,0,0,0,0,3.0,0,28,1,9.33,10,5,1,0,0,0
mohammad-nabi,2020,8,11,8,0,2,0,137.5,4.0,0,23,0,5.75,5,0,0,0,0,0
jonny-bairstow,2020,8,5,10,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0
priyam-garg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-natarajan,0,0,0,0,0,0,0,0,3.0,0,27,1,9.0,6,3,1,0,0,0
abhishek-sharma,2020,8,2,3,0,0,0,66.66,1.0,0,11,0,11.0,0,0,1,0,0,0
pat-cummins,0,0,0,0,0,0,0,0,4.0,0,19,1,4.75,11,2,0,0,1,0
dinesh-karthik,2020,8,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
andre-russell,0,0,0,0,0,0,0,0,2.0,0,16,1,8.0,4,2,0,1,0,0
eoin-morgan,2020,8,42,29,0,3,2,144.82,0,0,0,0,0,0,0,0,0,0,0
kuldeep-yadav,0,0,0,0,0,0,0,0,2.0,0,15,0,7.5,3,0,1,0,0,0
varun-chakravarthy,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,9,1,1,1,0,0
sunil-narine,2020,8,0,2,1,0,0,0.0,4.0,0,31,0,7.75,5,1,1,0,0,0
shivam-mavi,0,0,0,0,0,0,0,0,2.0,0,15,0,7.5,6,1,1,0,0,0
kamlesh-nagarkoti,0,0,0,0,0,0,0,0,2.0,0,17,0,8.5,2,1,0,0,0,0
nitish-rana,2020,8,26,13,1,6,0,200.0,0,0,0,0,0,0,0,0,0,0,0
shubman-gill,2020,8,70,62,0,5,2,112.9,0,0,0,0,0,0,0,0,0,0,0
shreyas-iyer,2020,7,26,22,1,1,0,118.18,0,0,0,0,0,0,0,0,0,0,0
prithvi-shaw,2020,7,64,43,1,9,1,148.83,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,0,0,0,0,0,0,0,0,4.0,0,26,3,6.5,11,3,0,1,0,0
avesh-khan,0,0,0,0,0,0,0,0,4.0,0,42,0,10.5,7,6,1,0,0,0
anrich-nortje,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,12,1,0,0,0,0
shikhar-dhawan,2020,7,35,27,1,3,1,129.62,0,0,0,0,0,0,0,0,0,0,0
amit-mishra,0,0,0,0,0,0,0,0,4.0,0,23,0,5.75,6,1,0,1,0,0
shimron-hetmyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rishabh-pant,2020,7,37,25,0,5,0,148.0,0,0,0,0,0,0,0,0,2,0,1
axar-patel,0,0,0,0,0,0,0,0,4.0,0,18,1,4.5,10,1,0,0,1,0
marcus-stoinis,2020,7,5,3,0,1,0,166.66,0,0,0,0,0,0,0,0,0,0,0
shane-watson,2020,7,14,16,1,1,1,87.5,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,2020,7,15,12,1,2,0,125.0,0,0,0,0,0,0,0,0,1,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,0,38,0,9.5,4,4,0,0,0,0
kedar-jadhav,2020,7,26,21,1,3,0,123.8,0,0,0,0,0,0,0,0,0,0,0
