player-name,all-time-runs-scored,all-time-average,all-time-strike-rate,all-time-100s,all-time-50s,all-time-4s,all-time-6s,all-time-wkts,all-time-ave,all-time-econ,all-time-sr,all-time-catches,ipl-last-5-runs-scored,ipl-last-5-average,ipl-last-5-strike-rate,ipl-last-5-4s,ipl-last-5-6s,ipl-last-5-wkts,ipl-last-5-ave,ipl-last-5-econ,ipl-last-5-sr,ipl-last-5-catches,ipl-last-5-run-outs,ipl-last-5-points,ipl-1-runs-scored,ipl-1-average,ipl-1-strike-rate,ipl-1-4s,ipl-1-6s,ipl-1-wkts,ipl-1-ave,ipl-1-econ,ipl-1-sr,ipl-1-catches,ipl-1-run-outs,ipl-1-points,ipl-2-runs-scored,ipl-2-average,ipl-2-strike-rate,ipl-2-4s,ipl-2-6s,ipl-2-wkts,ipl-2-ave,ipl-2-econ,ipl-2-sr,ipl-2-catches,ipl-2-run-outs,ipl-2-points,ipl-3-runs-scored,ipl-3-average,ipl-3-strike-rate,ipl-3-4s,ipl-3-6s,ipl-3-wkts,ipl-3-ave,ipl-3-econ,ipl-3-sr,ipl-3-catches,ipl-3-run-outs,ipl-3-points,ipl-4-runs-scored,ipl-4-average,ipl-4-strike-rate,ipl-4-4s,ipl-4-6s,ipl-4-wkts,ipl-4-ave,ipl-4-econ,ipl-4-sr,ipl-4-catches,ipl-4-run-outs,ipl-4-points,ipl-5-runs-scored,ipl-5-average,ipl-5-strike-rate,ipl-5-4s,ipl-5-6s,ipl-5-wkts,ipl-5-ave,ipl-5-econ,ipl-5-sr,ipl-5-catches,ipl-5-run-outs,ipl-5-points,points
shahbaz-nadeem,266.0,7.82,87.78,0.0,0.0,18.0,6.0,111.0,28.89,6.83,25.3,26.0,6.0,-1.0,75.0,0.0,0.0,1.0,127.0,11.545454545454545,66.0,1.0,0.0,27.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,-6.0,6.0,-1.0,75.0,0.0,0.0,1.0,43.0,10.75,67.5,1.0,0.0,37.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,-2.0,21
siddarth-kaul,67.0,6.7,85.89,0.0,0.0,4.0,0.0,133.0,23.45,7.6,18.5,19.0,0.0,-1.0,-1.0,0.0,0.0,7.0,24.0,8.842105263157896,16.285714285714285,0.0,0.0,203.0,0.0,-1.0,-1.0,0.0,0.0,1.0,35.0,8.75,55.5,0.0,0.0,33.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,-6.0,0.0,-1.0,-1.0,0.0,0.0,2.0,16.0,4.0,12.0,0.0,0.0,58.0,0.0,-1.0,-1.0,0.0,0.0,2.0,16.0,4.0,12.0,0.0,0.0,66.0,0.0,-1.0,-1.0,0.0,0.0,2.0,13.0,3.25,10.25,0.0,0.0,52.0,0
sandeep-sharma,101.0,12.62,89.38,0.0,0.0,8.0,0.0,159.0,24.52,7.49,19.6,27.0,0.0,-1.0,-1.0,0.0,0.0,5.0,38.8,11.411764705882353,20.4,2.0,0.0,127.0,0.0,-1.0,-1.0,0.0,0.0,1.0,42.0,10.5,65.0,0.0,0.0,23.0,0.0,-1.0,-1.0,0.0,0.0,1.0,52.0,13.0,78.0,1.0,0.0,27.0,0.0,-1.0,-1.0,0.0,0.0,2.0,15.0,5.0,15.0,1.0,0.0,58.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,-6.0,0.0,-1.0,-1.0,0.0,0.0,1.0,40.0,10.0,60.0,0.0,0.0,25.0,0
david-warner,10017.0,37.79,140.8,8.0,82.0,973.0,379.0,0.0,0.0,12.85,0.0,146.0,237.0,59.25,131.66666666666666,25.0,6.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,326.0,85.0,85.0,160.37735849056602,9.0,3.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,112.0,37.0,37.0,105.71428571428571,2.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,47.0,69.0,-1.0,132.69230769230768,9.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,88.0,6.0,6.0,100.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,15.0,40.0,40.0,117.6470588235294,4.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,64.0,96
vijay-shankar,1515.0,24.43,125.83,0.0,5.0,103.0,56.0,33.0,33.45,8.18,24.5,54.0,140.0,-1.0,137.2549019607843,9.0,6.0,0.0,-1.0,14.0,-1.0,4.0,0.0,211.0,40.0,-1.0,166.66666666666666,2.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,54.0,43.0,-1.0,143.33333333333334,3.0,2.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,72.0,36.0,-1.0,128.57142857142858,2.0,2.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,62.0,21.0,-1.0,105.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,23.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,52
jonny-bairstow,3341.0,29.83,135.09,2.0,17.0,279.0,139.0,0.0,0.0,0.0,0.0,100.0,39.0,39.0,111.42857142857143,3.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,48.0,39.0,39.0,111.42857142857143,3.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,48.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,61
manish-pandey,5944.0,32.3,124.76,3.0,32.0,494.0,183.0,10.0,21.2,7.57,16.8,131.0,108.0,36.0,124.13793103448276,10.0,3.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,160.0,8.0,-1.0,160.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,8.0,8.0,50.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,4.0,25.0,25.0,113.63636363636364,2.0,1.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,57.0,62.0,-1.0,163.1578947368421,7.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,85.0,5.0,5.0,83.33333333333333,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,5.0,9
kane-williamson,5291.0,31.87,125.55,1.0,38.0,491.0,134.0,30.0,30.3,7.08,25.6,83.0,191.0,38.2,169.02654867256638,17.0,10.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,262.0,47.0,47.0,130.55555555555554,5.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,62.0,3.0,3.0,100.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,24.0,24.0,160.0,4.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,32.0,36.0,36.0,211.76470588235293,1.0,3.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,53.0,81.0,81.0,192.85714285714286,7.0,5.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,112.0,18
suryakumar-yadav,3829.0,31.38,141.08,0.0,21.0,404.0,126.0,6.0,23.33,6.36,22.0,91.0,115.0,23.0,130.6818181818182,16.0,4.0,0.0,-1.0,-1.0,-1.0,4.0,1.0,191.0,2.0,2.0,33.333333333333336,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,10.0,12.0,12.0,300.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,15.0,27.0,27.0,180.0,3.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,40.0,38.0,38.0,122.58064516129032,7.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,57.0,36.0,36.0,112.5,5.0,1.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,69.0,52
quinton-de-kock,6245.0,33.39,138.13,4.0,36.0,651.0,248.0,0.0,0.0,0.0,0.0,180.0,134.0,26.8,122.93577981651376,10.0,7.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,196.0,27.0,27.0,168.75,4.0,1.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,53.0,7.0,7.0,53.84615384615385,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,16.0,29.0,29.0,107.4074074074074,3.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,34.0,53.0,53.0,143.24324324324326,1.0,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,72.0,18.0,18.0,112.5,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,21.0,27
rohit-sharma,9315.0,32.12,133.43,6.0,65.0,815.0,397.0,29.0,28.48,7.81,21.8,138.0,69.0,13.8,104.54545454545455,5.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,76.0,14.0,14.0,107.6923076923077,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,16.0,13.0,13.0,118.18181818181819,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,14.0,6.0,6.0,60.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,36.0,36.0,116.12903225806451,2.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,44.0,76
hardik-pandya,2643.0,27.53,143.01,0.0,8.0,171.0,160.0,109.0,27.55,8.14,20.2,90.0,91.0,18.2,140.0,5.0,5.0,5.0,37.4,9.842105263157896,22.8,2.0,3.0,285.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,10.25,62.5,1.0,0.0,29.0,27.0,27.0,158.8235294117647,2.0,1.0,0.0,-1.0,-0.25,-1.0,0.0,1.0,47.0,9.0,9.0,75.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,1.0,0.0,15.0,36.0,36.0,171.42857142857142,3.0,2.0,2.0,26.0,6.5,20.5,0.0,1.0,109.0,19.0,19.0,146.15384615384616,0.0,2.0,2.0,8.0,2.6666666666666665,9.333333333333332,0.0,1.0,85.0,60
mayank-markande,78.0,15.6,113.04,0.0,0.0,8.0,1.0,38.0,25.07,7.37,20.3,9.0,10.0,10.0,66.66666666666667,1.0,0.0,3.0,46.0,9.2,30.0,1.0,0.0,88.0,3.0,3.0,30.0,0.0,0.0,1.0,21.0,10.5,65.0,0.0,0.0,26.0,7.0,-1.0,140.0,1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,1.0,26.0,6.5,41.0,1.0,0.0,35.0,0.0,-1.0,-1.0,0.0,0.0,1.0,25.0,8.333333333333334,51.33333333333334,0.0,0.0,25.0,40
kieron-pollard,10797.0,31.75,152.91,1.0,53.0,686.0,726.0,296.0,24.5,8.2,17.9,303.0,100.0,20.0,161.29032258064515,8.0,5.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,160.0,21.0,21.0,161.53846153846155,2.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,37.0,7.0,7.0,100.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,15.0,50.0,50.0,217.3913043478261,5.0,3.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,75.0,13.0,13.0,100.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,22.0,9.0,9.0,150.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,11.0,5
jasprit-bumrah,78.0,9.75,90.69,0.0,0.0,4.0,3.0,215.0,21.83,7.03,18.6,26.0,0.0,0.0,0.0,0.0,0.0,7.0,19.285714285714285,7.5,15.428571428571429,0.0,0.0,193.0,0.0,0.0,-1.0,0.0,0.0,1.0,40.0,10.0,60.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,7.25,44.5,0.0,0.0,33.0,0.0,-1.0,-1.0,0.0,0.0,3.0,5.0,1.25,2.8333333333333335,0.0,0.0,85.0,0.0,-1.0,-1.0,0.0,0.0,1.0,34.0,11.333333333333334,69.33333333333334,0.0,0.0,21.0,0.0,-1.0,-1.0,0.0,0.0,1.0,17.0,5.666666666666667,36.66666666666667,0.0,0.0,29.0,83
krunal-pandya,1624.0,22.87,137.51,0.0,3.0,137.0,68.0,92.0,31.14,7.35,25.4,47.0,79.0,19.75,158.0,7.0,4.0,3.0,34.666666666666664,6.887417218543047,30.333333333333332,0.0,1.0,209.0,32.0,32.0,213.33333333333334,5.0,1.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,47.0,4.0,4.0,133.33333333333334,1.0,0.0,1.0,11.0,5.5,35.0,0.0,0.0,34.0,32.0,32.0,139.1304347826087,1.0,2.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,43.0,3.0,3.0,42.857142857142854,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,5.0,8.0,-1.0,400.0,0.0,1.0,2.0,6.0,1.9354838709677418,7.677419354838708,0.0,1.0,80.0,9
mohammed-siraj,81.0,8.1,82.65,0.0,0.0,7.0,2.0,96.0,23.0,8.36,16.5,23.0,14.0,14.0,107.6923076923077,2.0,0.0,5.0,28.8,8.470588235294118,20.4,1.0,0.0,173.0,0.0,-1.0,0.0,0.0,0.0,1.0,5.0,2.5,17.0,0.0,0.0,51.0,14.0,14.0,116.66666666666667,2.0,0.0,1.0,33.0,8.25,50.5,0.0,0.0,41.0,0.0,-1.0,-1.0,0.0,0.0,1.0,43.0,10.75,67.5,0.0,0.0,23.0,0.0,-1.0,-1.0,0.0,0.0,1.0,17.0,5.666666666666667,36.66666666666667,1.0,0.0,37.0,0.0,-1.0,-1.0,0.0,0.0,1.0,46.0,11.5,71.0,0.0,0.0,21.0,74
yuzvendra-chahal,64.0,4.92,52.45,0.0,0.0,1.0,0.0,226.0,24.7,7.63,19.4,54.0,4.0,4.0,25.0,0.0,0.0,5.0,18.8,5.222222222222222,21.6,1.0,0.0,195.0,4.0,4.0,33.333333333333336,0.0,0.0,1.0,6.0,1.5,11.0,0.0,0.0,55.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,2.0,0.0,-1.0,-1.0,0.0,0.0,1.0,28.0,7.0,42.0,1.0,0.0,33.0,0.0,-1.0,-1.0,0.0,0.0,1.0,6.0,3.0,18.0,0.0,0.0,39.0,0.0,-1.0,-1.0,0.0,0.0,2.0,14.0,3.5,11.5,0.0,0.0,66.0,116
ab-de-villiers,9318.0,37.72,150.48,4.0,69.0,746.0,430.0,0.0,0.0,0.0,0.0,241.0,203.0,67.66666666666667,167.76859504132233,23.0,7.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,286.0,9.0,9.0,90.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,53.0,53.0,151.42857142857142,7.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,72.0,69.0,69.0,176.92307692307693,12.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,97.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,6.0,72.0,-1.0,194.59459459459458,4.0,6.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,102.0,100
shimron-hetmyer,1669.0,25.67,132.88,1.0,9.0,125.0,86.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,13
virat-kohli,9929.0,41.71,133.95,5.0,72.0,879.0,315.0,8.0,82.62,8.73,56.7,135.0,140.0,35.0,140.0,15.0,5.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,209.0,6.0,6.0,50.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,4.0,4.0,44.44444444444444,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,4.0,12.0,12.0,109.0909090909091,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,14.0,48.0,-1.0,171.42857142857142,6.0,2.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,84.0,70.0,70.0,175.0,7.0,3.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,105.0,58
shivam-dube,834.0,20.34,132.38,0.0,2.0,52.0,49.0,32.0,29.53,8.7,20.3,19.0,2.0,2.0,40.0,0.0,0.0,0.0,-1.0,7.5,-1.0,1.0,0.0,10.0,2.0,2.0,40.0,0.0,0.0,0.0,-1.0,-2.5,-1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,11
navdeep-saini,52.0,13.0,81.25,0.0,0.0,5.0,0.0,49.0,31.91,7.41,25.8,14.0,2.0,2.0,66.66666666666667,0.0,0.0,0.0,-1.0,6.0,-1.0,0.0,0.0,4.0,2.0,2.0,66.66666666666667,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8
moeen-ali,3719.0,25.12,141.03,2.0,20.0,368.0,166.0,115.0,26.43,7.64,20.7,56.0,76.0,19.0,161.70212765957447,2.0,7.0,4.0,24.25,6.879432624113475,21.25,2.0,2.0,242.0,9.0,9.0,112.5,0.0,1.0,1.0,19.0,4.75,31.5,0.0,0.0,42.0,1.0,1.0,50.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,2.0,0.0,17.0,65.0,65.0,191.1764705882353,2.0,6.0,1.0,21.0,10.5,65.0,0.0,0.0,116.0,0.0,-1.0,-1.0,0.0,0.0,1.0,13.0,6.19047619047619,37.9047619047619,0.0,2.0,39.0,1.0,1.0,33.333333333333336,0.0,0.0,1.0,25.0,6.25,38.5,0.0,0.0,28.0,24
umesh-yadav,194.0,8.81,116.16,0.0,0.0,16.0,11.0,148.0,28.9,8.36,20.7,38.0,1.0,0.5,9.090909090909092,0.0,0.0,6.0,20.0,6.666666666666667,18.0,0.0,0.0,191.0,1.0,1.0,10.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,8.333333333333334,2.0833333333333335,4.277777777777779,0.0,0.0,101.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3.0,7.666666666666667,1.9166666666666667,5.055555555555556,0.0,0.0,83.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,0.0,52
prasidh-krishna,4.0,1.33,23.52,0.0,0.0,0.0,0.0,41.0,34.78,8.59,24.2,13.0,0.0,-1.0,-1.0,0.0,0.0,7.0,25.714285714285715,9.0,17.142857142857142,0.0,0.0,193.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,-6.0,0.0,-1.0,-1.0,0.0,0.0,1.0,28.0,7.0,42.0,0.0,0.0,25.0,0.0,-1.0,-1.0,0.0,0.0,4.0,7.5,1.875,3.6875,0.0,0.0,116.0,0.0,-1.0,-1.0,0.0,0.0,2.0,17.5,4.375,13.875,0.0,0.0,58.0,6
shubman-gill,1349.0,31.37,127.14,0.0,9.0,129.0,41.0,0.0,0.0,0.0,0.0,23.0,76.0,38.0,161.70212765957447,5.0,4.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,113.0,18.0,-1.0,180.0,0.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,28.0,30.0,30.0,150.0,2.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,40.0,28.0,28.0,164.7058823529412,3.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,37.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,8.0,0
dinesh-karthik,6183.0,27.48,133.45,0.0,30.0,607.0,190.0,1.0,10.0,5.0,12.0,252.0,129.0,43.0,127.72277227722772,11.0,4.0,0.0,-1.0,-1.0,-1.0,8.0,0.0,240.0,2.0,2.0,50.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,8.0,8.0,133.33333333333334,1.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,29.0,52.0,52.0,136.8421052631579,4.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,70.0,26.0,-1.0,118.18181818181819,1.0,1.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,57.0,41.0,-1.0,132.25806451612902,5.0,1.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,82.0,9
sunil-narine,2516.0,14.88,146.1,0.0,9.0,248.0,146.0,393.0,20.92,6.07,20.6,77.0,80.0,20.0,250.0,11.0,5.0,3.0,48.0,7.578947368421052,38.0,1.0,0.0,210.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,0.0,26.0,26.0,200.0,4.0,1.0,1.0,24.0,6.0,36.0,0.0,0.0,65.0,4.0,4.0,200.0,1.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,5.0,29.0,29.0,290.0,4.0,2.0,1.0,23.0,5.75,37.5,1.0,0.0,80.0,21.0,21.0,300.0,2.0,2.0,1.0,29.0,7.25,44.5,0.0,0.0,60.0,25
piyush-chawla,1413.0,14.87,125.82,0.0,0.0,123.0,54.0,262.0,24.48,7.46,19.6,66.0,12.0,12.0,100.0,0.0,1.0,4.0,26.0,7.428571428571429,21.0,3.0,0.0,156.0,0.0,-1.0,-1.0,0.0,0.0,1.0,23.0,7.666666666666667,48.66666666666667,0.0,0.0,33.0,12.0,12.0,100.0,0.0,1.0,1.0,22.0,7.333333333333333,45.33333333333333,2.0,0.0,63.0,0.0,-1.0,-1.0,0.0,0.0,2.0,12.0,3.0,9.0,1.0,0.0,60.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,33
kuldeep-yadav,125.0,12.5,90.57,0.0,0.0,12.0,0.0,120.0,21.72,7.54,17.2,26.0,0.0,-1.0,0.0,0.0,0.0,8.0,15.0,6.666666666666667,13.5,2.0,1.0,270.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,14.5,3.625,12.125,0.0,1.0,70.0,0.0,-1.0,-1.0,0.0,0.0,1.0,18.0,4.5,29.0,1.0,0.0,39.0,0.0,-1.0,-1.0,0.0,0.0,1.0,35.0,8.75,55.5,0.0,0.0,25.0,0.0,-1.0,-1.0,0.0,0.0,4.0,5.0,1.25,2.125,1.0,0.0,136.0,8
robin-uthappa,6861.0,28.35,132.88,0.0,38.0,687.0,244.0,0.0,0.0,11.0,0.0,165.0,89.0,17.8,108.53658536585365,6.0,3.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,127.0,35.0,35.0,129.62962962962962,3.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,52.0,2.0,2.0,25.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,3.0,3.0,42.857142857142854,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,45.0,45.0,132.35294117647058,3.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,66.0,4.0,4.0,66.66666666666667,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,4.0,87
lockie-ferguson,66.0,16.5,104.76,0.0,0.0,5.0,1.0,63.0,24.96,7.56,19.7,12.0,1.0,-1.0,100.0,0.0,0.0,3.0,42.333333333333336,7.470588235294118,34.0,0.0,1.0,96.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,1.0,21.0,7.0,42.0,0.0,0.0,25.0,0.0,-1.0,-1.0,0.0,0.0,2.0,3.5,0.875,4.375,0.0,1.0,74.0,1.0,-1.0,100.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,-1.0,23
andre-russell,6036.0,26.82,169.45,2.0,23.0,416.0,473.0,315.0,25.56,8.35,18.3,160.0,116.0,58.0,193.33333333333334,10.0,9.0,5.0,21.4,8.23076923076923,15.6,2.0,0.0,315.0,49.0,-1.0,257.89473684210526,4.0,4.0,2.0,16.0,5.333333333333333,16.666666666666664,0.0,0.0,127.0,3.0,3.0,42.857142857142854,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,49.0,-1.0,196.0,3.0,5.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,72.0,4.0,4.0,100.0,1.0,0.0,1.0,31.0,10.333333333333334,63.33333333333334,2.0,0.0,44.0,11.0,-1.0,220.0,2.0,0.0,2.0,6.5,2.1666666666666665,6.833333333333332,0.0,0.0,69.0,121
