player-name,all-time-runs-scored,all-time-average,all-time-strike-rate,all-time-100s,all-time-50s,all-time-4s,all-time-6s,all-time-wkts,all-time-ave,all-time-econ,all-time-sr,all-time-catches,ipl-last-5-runs-scored,ipl-last-5-average,ipl-last-5-strike-rate,ipl-last-5-4s,ipl-last-5-6s,ipl-last-5-wkts,ipl-last-5-ave,ipl-last-5-econ,ipl-last-5-sr,ipl-last-5-catches,ipl-last-5-run-outs,ipl-last-5-points,ipl-1-runs-scored,ipl-1-average,ipl-1-strike-rate,ipl-1-4s,ipl-1-6s,ipl-1-wkts,ipl-1-ave,ipl-1-econ,ipl-1-sr,ipl-1-catches,ipl-1-run-outs,ipl-1-points,ipl-2-runs-scored,ipl-2-average,ipl-2-strike-rate,ipl-2-4s,ipl-2-6s,ipl-2-wkts,ipl-2-ave,ipl-2-econ,ipl-2-sr,ipl-2-catches,ipl-2-run-outs,ipl-2-points,ipl-3-runs-scored,ipl-3-average,ipl-3-strike-rate,ipl-3-4s,ipl-3-6s,ipl-3-wkts,ipl-3-ave,ipl-3-econ,ipl-3-sr,ipl-3-catches,ipl-3-run-outs,ipl-3-points,ipl-4-runs-scored,ipl-4-average,ipl-4-strike-rate,ipl-4-4s,ipl-4-6s,ipl-4-wkts,ipl-4-ave,ipl-4-econ,ipl-4-sr,ipl-4-catches,ipl-4-run-outs,ipl-4-points,ipl-5-runs-scored,ipl-5-average,ipl-5-strike-rate,ipl-5-4s,ipl-5-6s,ipl-5-wkts,ipl-5-ave,ipl-5-econ,ipl-5-sr,ipl-5-catches,ipl-5-run-outs,ipl-5-points,points
prabhsimran-singh,622.0,31.1,136.7,0.0,5.0,56.0,33.0,0.0,0.0,0.0,0.0,17.0,38.0,9.5,97.43589743589743,4.0,1.0,0.0,-1.0,-1.0,-1.0,4.0,0.0,84.0,7.0,7.0,100.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,8.0,4.0,4.0,57.142857142857146,0.0,0.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,36.0,11.0,11.0,137.5,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,13.0,16.0,16.0,94.11764705882354,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,27.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,14
mayank-agarwal,3653.0,26.47,135.19,2.0,22.0,355.0,133.0,0.0,0.0,8.0,0.0,58.0,147.0,29.4,125.64102564102564,14.0,7.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,199.0,31.0,31.0,91.17647058823529,1.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,40.0,25.0,25.0,125.0,4.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,31.0,22.0,22.0,88.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,32.0,69.0,69.0,191.66666666666666,7.0,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,137
shahrukh-khan,400.0,19.04,130.29,0.0,0.0,31.0,22.0,2.0,51.5,7.72,40.0,18.0,50.0,16.666666666666668,128.2051282051282,2.0,4.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,13.0,13.0,92.85714285714286,0.0,1.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,31.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,22.0,22.0,129.41176470588235,0.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,26.0,15.0,-1.0,300.0,2.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,19.0,4
harpreet-brar,106.0,15.14,123.25,0.0,0.0,8.0,6.0,25.0,18.55,6.79,16.4,2.0,45.0,-1.0,155.17241379310346,3.0,3.0,3.0,36.0,8.307692307692308,26.0,1.0,0.0,169.0,25.0,-1.0,147.05882352941177,1.0,2.0,3.0,6.333333333333333,1.5833333333333333,3.944444444444444,1.0,0.0,151.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,0.0,20.0,-1.0,166.66666666666666,2.0,1.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,20.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,40
riley-meredith,9.0,1.8,69.23,0.0,0.0,1.0,0.0,51.0,24.86,8.23,18.1,7.0,0.0,-1.0,-1.0,0.0,0.0,3.0,44.666666666666664,10.46875,26.666666666666668,0.0,0.0,75.0,0.0,-1.0,-1.0,0.0,0.0,1.0,29.0,9.0625,54.625,0.0,0.0,33.0,0.0,-1.0,-1.0,0.0,0.0,1.0,35.0,15.909090909090908,99.0909090909091,0.0,0.0,19.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.29411764705882354,-1.0,0.0,0.0,4.0,0.0,-1.0,-1.0,0.0,0.0,1.0,49.0,12.25,74.5,0.0,0.0,19.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,25
ravi-bishnoi,57.0,8.14,80.28,0.0,0.0,7.0,1.0,33.0,23.45,6.67,21.0,11.0,1.0,1.0,25.0,0.0,0.0,4.0,30.75,6.15,30.0,2.0,0.0,143.0,0.0,-1.0,-1.0,0.0,0.0,2.0,8.5,2.125,6.625,1.0,0.0,72.0,1.0,1.0,25.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,1.0,0.0,15.0,0.0,-1.0,-1.0,0.0,0.0,2.0,10.5,2.625,9.125,0.0,0.0,54.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,2.0,-2
deepak-hooda,1834.0,22.09,136.05,1.0,9.0,115.0,85.0,17.0,49.11,7.71,38.1,57.0,41.0,13.666666666666666,110.8108108108108,2.0,2.0,2.0,44.0,7.333333333333333,36.0,2.0,0.0,125.0,5.0,5.0,55.55555555555556,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,5.0,1.0,1.0,25.0,0.0,0.0,1.0,20.0,10.0,60.0,0.0,0.0,26.0,0.0,-1.0,-1.0,0.0,0.0,1.0,15.0,5.0,30.0,1.0,0.0,37.0,13.0,13.0,118.18181818181819,2.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,19.0,22.0,-1.0,169.23076923076923,0.0,2.0,0.0,-1.0,-0.5,-1.0,1.0,0.0,38.0,5
mohammed-shami,81.0,5.78,93.1,0.0,0.0,6.0,2.0,119.0,26.47,8.4,18.8,21.0,4.0,4.0,80.0,0.0,0.0,4.0,35.75,8.218390804597702,26.5,0.0,0.0,112.0,0.0,-1.0,-1.0,0.0,0.0,1.0,28.0,8.23529411764706,50.352941176470594,0.0,0.0,25.0,1.0,-1.0,50.0,0.0,0.0,1.0,25.0,6.25,38.5,0.0,0.0,36.0,0.0,-1.0,-1.0,0.0,0.0,2.0,10.5,2.625,9.125,0.0,0.0,54.0,3.0,3.0,100.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,3.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,-6.0,-6
dawid-malan,6291.0,33.28,128.25,5.0,36.0,628.0,188.0,23.0,31.39,7.64,24.6,83.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,37
chris-gayle,13898.0,37.86,146.41,22.0,86.0,1073.0,1017.0,80.0,31.16,7.64,24.4,94.0,115.0,28.75,133.72093023255815,13.0,5.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,166.0,46.0,46.0,191.66666666666666,6.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,43.0,-1.0,122.85714285714286,5.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,64.0,15.0,15.0,88.23529411764706,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,17.0,11.0,11.0,122.22222222222223,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,21.0,16
chris-jordan,1107.0,14.01,118.64,0.0,0.0,81.0,41.0,231.0,27.21,8.59,18.9,123.0,34.0,34.0,147.82608695652175,1.0,3.0,5.0,31.0,8.959537572254336,21.0,0.0,0.0,180.0,0.0,-1.0,-1.0,0.0,0.0,1.0,31.0,7.75,49.5,0.0,0.0,25.0,30.0,30.0,166.66666666666666,1.0,3.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,41.0,4.0,-1.0,80.0,0.0,0.0,1.0,31.0,10.333333333333334,63.33333333333334,0.0,0.0,27.0,0.0,-1.0,-1.0,0.0,0.0,1.0,44.0,13.333333333333334,81.33333333333334,0.0,0.0,19.0,0.0,-1.0,-1.0,0.0,0.0,2.0,12.5,3.125,9.625,0.0,0.0,68.0,25
prithvi-shaw,1508.0,25.55,150.19,0.0,13.0,169.0,66.0,0.0,0.0,0.0,0.0,13.0,195.0,39.0,162.5,25.0,6.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,266.0,82.0,82.0,200.0,11.0,3.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,113.0,21.0,21.0,116.66666666666667,3.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,24.0,53.0,53.0,135.89743589743588,7.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,72.0,7.0,7.0,140.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,8.0,32.0,32.0,188.23529411764707,3.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,49.0,58
ishant-sharma,65.0,8.12,83.33,0.0,0.0,5.0,2.0,112.0,35.16,7.8,27.0,29.0,10.0,-1.0,333.3333333333333,1.0,1.0,4.0,36.0,7.578947368421052,28.5,0.0,0.0,145.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,26.0,6.5,41.0,0.0,0.0,47.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,0.0,10.0,-1.0,333.3333333333333,1.0,1.0,1.0,24.0,6.0,36.0,0.0,0.0,40.0,0.0,-1.0,-1.0,0.0,0.0,2.0,17.0,4.25,13.25,0.0,0.0,58.0,12
shikhar-dhawan,8482.0,32.74,125.38,2.0,63.0,958.0,191.0,4.0,16.5,8.25,12.0,118.0,217.0,43.4,126.90058479532163,26.0,4.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,289.0,46.0,46.0,97.87234042553192,4.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,56.0,6.0,6.0,85.71428571428571,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,7.0,28.0,28.0,107.6923076923077,3.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,39.0,45.0,45.0,107.14285714285714,5.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,56.0,92.0,92.0,187.75510204081633,13.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,131.0,89
shimron-hetmyer,1669.0,25.67,132.88,1.0,9.0,125.0,86.0,0.0,0.0,0.0,0.0,45.0,68.0,68.0,183.78378378378378,4.0,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,94.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,53.0,-1.0,212.0,2.0,4.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,77.0,1.0,1.0,50.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,14.0,-1.0,155.55555555555554,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,16.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,35
lalit-yadav,614.0,38.37,142.79,0.0,1.0,61.0,23.0,30.0,26.6,6.78,23.5,25.0,54.0,54.0,98.18181818181819,6.0,0.0,3.0,13.666666666666666,5.125,16.0,3.0,0.0,187.0,0.0,-1.0,-1.0,0.0,0.0,2.0,6.5,2.1666666666666665,6.833333333333332,1.0,0.0,72.0,22.0,-1.0,88.0,1.0,0.0,1.0,17.0,4.25,26.5,0.0,0.0,62.0,12.0,-1.0,200.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,14.0,20.0,20.0,83.33333333333333,3.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,39.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8
rishabh-pant,3333.0,32.67,147.93,2.0,20.0,300.0,158.0,0.0,0.0,0.0,0.0,95.0,133.0,33.25,124.29906542056075,13.0,3.0,0.0,-1.0,-1.0,-1.0,4.0,0.0,206.0,16.0,16.0,200.0,2.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,20.0,58.0,-1.0,120.83333333333333,6.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,72.0,37.0,37.0,137.03703703703704,4.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,61.0,7.0,7.0,87.5,1.0,0.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,36.0,15.0,15.0,93.75,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,17.0,17
avesh-khan,13.0,2.6,59.09,0.0,0.0,2.0,0.0,46.0,23.0,8.2,16.8,8.0,0.0,-1.0,-1.0,0.0,0.0,8.0,17.125,7.611111111111111,13.5,0.0,0.0,222.0,0.0,-1.0,-1.0,0.0,0.0,1.0,31.0,7.75,49.5,0.0,0.0,25.0,0.0,-1.0,-1.0,0.0,0.0,1.0,24.0,6.0,36.0,0.0,0.0,35.0,0.0,-1.0,-1.0,0.0,0.0,3.0,11.333333333333334,2.8333333333333335,6.777777777777779,0.0,0.0,87.0,0.0,-1.0,-1.0,0.0,0.0,2.0,7.5,3.75,12.75,0.0,0.0,50.0,0.0,-1.0,-1.0,0.0,0.0,1.0,33.0,8.25,50.5,0.0,0.0,25.0,25
axar-patel,1702.0,21.82,130.82,0.0,2.0,115.0,72.0,133.0,28.41,6.85,24.8,60.0,9.0,9.0,100.0,1.0,0.0,6.0,23.333333333333332,7.0,20.0,1.0,1.0,220.0,0.0,-1.0,-1.0,0.0,0.0,2.0,16.0,4.0,12.0,0.0,0.0,66.0,0.0,-1.0,-1.0,0.0,0.0,1.0,33.0,8.25,50.5,0.0,0.0,25.0,0.0,-1.0,-1.0,0.0,0.0,2.0,13.0,3.25,10.25,0.0,0.0,68.0,9.0,9.0,100.0,1.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,16.0,0.0,-1.0,-1.0,0.0,0.0,1.0,33.0,8.25,50.5,1.0,1.0,45.0,43
kagiso-rabada,249.0,9.57,102.04,0.0,0.0,21.0,8.0,155.0,21.03,7.81,16.1,37.0,0.0,-1.0,-1.0,0.0,0.0,3.0,54.0,9.0,36.0,3.0,1.0,103.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,38.0,9.5,59.0,1.0,0.0,33.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,1.0,6.0,0.0,-1.0,-1.0,0.0,0.0,1.0,25.0,8.333333333333334,51.33333333333334,1.0,0.0,33.0,0.0,-1.0,-1.0,0.0,0.0,1.0,43.0,10.75,67.5,1.0,0.0,31.0,87
marcus-stoinis,3489.0,32.0,133.06,1.0,19.0,304.0,121.0,80.0,27.41,8.91,18.4,43.0,57.0,57.0,162.85714285714286,7.0,1.0,2.0,31.0,10.333333333333334,18.0,2.0,0.0,140.0,6.0,-1.0,200.0,1.0,0.0,1.0,7.0,7.0,42.0,0.0,0.0,32.0,22.0,22.0,129.41176470588235,3.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,25.0,2.0,-1.0,100.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,0.0,0.0,1.0,20.0,6.666666666666667,42.66666666666667,0.0,0.0,27.0,27.0,-1.0,207.69230769230768,3.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,46.0,0
steven-smith,4542.0,30.48,126.02,1.0,21.0,402.0,104.0,54.0,19.55,7.68,15.2,118.0,80.0,26.666666666666668,112.67605633802818,8.0,1.0,0.0,-1.0,-1.0,-1.0,6.0,0.0,148.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,16.0,4.0,4.0,80.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,21.0,34.0,-1.0,136.0,3.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,45.0,33.0,33.0,113.79310344827586,4.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,57.0,9.0,9.0,75.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,33
mustafizur-rahman,116.0,6.44,78.37,0.0,0.0,7.0,8.0,170.0,20.8,7.33,17.0,26.0,0.0,-1.0,0.0,0.0,0.0,5.0,31.8,8.548387096774192,22.8,0.0,2.0,155.0,0.0,-1.0,-1.0,0.0,0.0,1.0,37.0,11.212121212121213,68.12121212121212,0.0,0.0,31.0,0.0,-1.0,-1.0,0.0,0.0,1.0,22.0,5.5,35.0,0.0,0.0,29.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.30303030303030304,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,37.0,9.25,56.5,0.0,2.0,37.0,0.0,-1.0,-1.0,0.0,0.0,2.0,14.5,3.625,12.125,0.0,0.0,58.0,91
yashasvi-jaiswal,209.0,19.0,120.11,0.0,0.0,24.0,8.0,0.0,0.0,7.0,0.0,2.0,94.0,18.8,116.04938271604938,9.0,4.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,149.0,32.0,32.0,160.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,46.0,22.0,22.0,129.41176470588235,5.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,35.0,34.0,34.0,94.44444444444444,1.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,6.0,6.0,100.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,7.0,14
rahul-tewatia,1051.0,30.02,148.23,0.0,2.0,91.0,50.0,44.0,30.27,7.36,24.6,34.0,84.0,21.0,133.33333333333334,6.0,4.0,1.0,125.0,8.928571428571429,84.0,1.0,0.0,131.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,0.0,5.0,5.0,62.5,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,5.0,40.0,40.0,173.91304347826087,4.0,2.0,0.0,-1.0,-0.5,-1.0,0.0,0.0,48.0,20.0,20.0,133.33333333333334,0.0,2.0,1.0,21.0,7.0,42.0,0.0,0.0,49.0,19.0,19.0,111.76470588235294,2.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,1.0,0.0,29.0,21
riyan-parag,895.0,27.12,128.4,0.0,7.0,66.0,43.0,17.0,34.64,7.39,28.1,19.0,38.0,12.666666666666666,108.57142857142857,5.0,0.0,0.0,-1.0,11.5,-1.0,5.0,1.0,103.0,8.0,-1.0,114.28571428571429,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,9.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,16.0,25.0,25.0,156.25,4.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,33.0,3.0,3.0,42.857142857142854,0.0,0.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,31.0,2.0,2.0,40.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,0.0,1.0,14.0,17
anuj-rawat,334.0,30.36,118.02,0.0,1.0,21.0,19.0,0.0,0.0,0.0,0.0,24.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,28
chetan-sakariya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,18.42,7.44,14.8,9.0,0.0,0.0,0.0,0.0,0.0,4.0,38.25,8.052631578947368,28.5,2.0,0.0,122.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3333333333333333,-1.0,1.0,0.0,10.0,0.0,-1.0,-1.0,0.0,0.0,1.0,31.0,7.75,49.5,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3.0,12.0,3.0,6.0,0.0,0.0,79.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,0.0,0
jos-buttler,6753.0,31.55,145.06,1.0,46.0,585.0,289.0,0.0,0.0,0.0,0.0,183.0,105.0,21.0,117.97752808988764,11.0,5.0,0.0,-1.0,-1.0,-1.0,3.0,1.0,172.0,41.0,41.0,128.125,3.0,3.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,62.0,5.0,5.0,71.42857142857143,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,18.0,8.0,8.0,100.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,10.0,49.0,49.0,140.0,5.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,72.0,2.0,2.0,28.571428571428573,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,10.0,173
sanju-samson,4309.0,27.62,130.49,3.0,25.0,336.0,186.0,1.0,4.0,8.0,3.0,104.0,110.0,27.5,117.02127659574468,10.0,2.0,0.0,-1.0,-1.0,-1.0,6.0,0.0,196.0,42.0,42.0,155.55555555555554,5.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,55.0,42.0,-1.0,102.4390243902439,2.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,58.0,21.0,21.0,116.66666666666667,2.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,25.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,3.0,0.0,33.0,4.0,4.0,133.33333333333334,1.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,25.0,62
kartik-tyagi,4.0,4.0,66.66,0.0,0.0,0.0,0.0,10.0,39.9,9.46,25.3,2.0,2.0,2.0,66.66666666666667,0.0,0.0,4.0,51.25,10.732984293193716,28.75,0.0,0.0,88.0,2.0,2.0,66.66666666666667,0.0,0.0,2.0,18.0,4.5,14.5,0.0,0.0,52.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,-4.0,0.0,-1.0,-1.0,0.0,0.0,1.0,45.0,11.25,68.5,0.0,0.0,21.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.3225806451612903,-1.0,0.0,0.0,-6.0,0.0,-1.0,-1.0,0.0,0.0,1.0,35.0,8.75,55.5,0.0,0.0,25.0,25
chris-morris,1849.0,20.54,150.69,0.0,3.0,126.0,95.0,289.0,21.76,7.74,16.8,104.0,46.0,23.0,170.37037037037038,0.0,5.0,9.0,17.11111111111111,8.555555555555555,12.0,1.0,1.0,323.0,0.0,-1.0,-1.0,0.0,0.0,2.0,16.5,4.125,12.625,0.0,0.0,50.0,0.0,-1.0,-1.0,0.0,0.0,4.0,5.75,1.4375,2.59375,0.0,1.0,132.0,10.0,10.0,142.85714285714286,0.0,1.0,0.0,-1.0,-0.3333333333333333,-1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,16.5,4.125,12.625,1.0,0.0,56.0,36.0,-1.0,200.0,0.0,4.0,1.0,27.0,9.0,54.0,0.0,0.0,79.0,103
david-miller,7276.0,34.98,137.98,3.0,34.0,521.0,319.0,0.0,0.0,10.33,0.0,218.0,95.0,31.666666666666668,123.37662337662337,11.0,2.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,140.0,7.0,-1.0,175.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,8.0,24.0,-1.0,104.34782608695652,3.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,2.0,2.0,40.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,62.0,62.0,144.1860465116279,7.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,97.0,17
bhuvneshwar-kumar,306.0,9.27,95.32,0.0,0.0,23.0,6.0,196.0,25.63,7.18,21.4,41.0,3.0,3.0,75.0,0.0,0.0,4.0,39.0,8.61878453038674,27.25,0.0,0.0,109.0,0.0,-1.0,-1.0,0.0,0.0,1.0,16.0,5.333333333333333,33.33333333333333,0.0,0.0,29.0,1.0,1.0,50.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,0.0,-3.0,2.0,-1.0,100.0,0.0,0.0,1.0,30.0,7.5,47.0,0.0,0.0,27.0,0.0,-1.0,-1.0,0.0,0.0,1.0,45.0,11.25,68.5,0.0,0.0,21.0,0.0,-1.0,-1.0,0.0,0.0,1.0,20.0,6.451612903225806,40.516129032258064,0.0,0.0,35.0,16
