,Player-name,Average Points,Average Batting-Runs,Average wicket per match,Average sr,Average bowl econ,Matches played
69,chris-jordan,30.0,4.357142857142857,0.8571428571428571,88.21142857142857,9.355,14
70,harpreet-brar,41.8,9.8,0.8,171.23666666666668,8.266,5
71,rahul-chahar,38.026315789473685,0.8157894736842105,1.0789473684210527,94.64125,7.62921052631579,38
72,t-natarajan,25.956521739130434,0.13043478260869565,0.8695652173913043,37.5,8.771739130434783,23
73,km-asif,33.5,0.0,1.5,0.0,12.495000000000001,2
74,prabhsimran-singh,19.6,10.0,0.0,92.75,0.0,5
75,steven-smith,35.723404255319146,25.659574468085108,0.0,112.46636363636361,0.0,47
76,karn-sharma,34.904761904761905,2.3333333333333335,1.0952380952380953,119.38333333333333,8.044761904761906,21
77,krunal-pandya,37.28787878787879,13.075757575757576,0.6515151515151515,126.15089285714285,7.320909090909091,66
78,harshal-patel,52.9,5.8,1.6,112.52125,9.3725,20
79,piyush-chawla,28.585365853658537,1.7317073170731707,0.8780487804878049,93.89090909090909,8.876585365853659,41
80,anuj-rawat,28.0,0.0,0.0,0.0,0.0,1
81,riyan-parag,23.23076923076923,12.461538461538462,0.11538461538461539,107.96894736842104,5.224230769230769,26
82,josh-philippe,21.8,15.6,0.0,72.26,0.0,5
83,ruturaj-gaikwad,43.76923076923077,30.76923076923077,0.0,89.64,0.0,13
84,ishant-sharma,20.08695652173913,0.782608695652174,0.6086956521739131,160.83249999999998,8.234347826086957,23
85,ben-cutting,24.375,10.3125,0.25,153.14583333333334,7.92375,16
86,dinesh-karthik,34.61538461538461,21.6,0.0,121.37048387096775,0.0,65
87,moises-henriques,30.466666666666665,19.533333333333335,0.13333333333333333,127.18923076923076,9.392666666666667,15
88,shardul-thakur,29.725490196078432,0.8235294117647058,0.9803921568627451,99.44444444444444,8.86078431372549,51
89,deepak-chahar,33.113207547169814,1.471698113207547,1.0,94.499,7.983207547169811,53
90,kane-williamson,45.06122448979592,32.48979591836735,0.0,130.27375,0.24489795918367346,49
91,mitchell-santner,35.0,5.333333333333333,1.0,221.665,7.625,6
92,jasprit-bumrah,42.161764705882355,0.5147058823529411,1.3088235294117647,66.21099999999998,6.899264705882353,68
93,jalaj-saxena,0.0,0.0,0.0,0.0,9.0,1
94,shakib-al-hasan,35.625,11.958333333333334,0.75,112.83166666666665,8.620833333333334,24
95,sam-curran,47.03333333333333,11.1,1.0666666666666667,139.85454545454542,8.401666666666667,30
96,dan-christian,31.7,5.4,0.75,118.54933333333334,7.719,20
97,rohit-sharma,34.47692307692308,24.70769230769231,0.0,105.88968750000001,0.13846153846153847,65
98,daniel-sams,10.6,1.2,0.2,75.0,8.4,5
99,kyle-jamieson,45.0,8.428571428571429,1.2857142857142858,155.37,9.485714285714286,7
100,rashid-khan,46.55072463768116,2.260869565217391,1.2318840579710144,105.82185185185183,6.231884057971015,69
101,sandeep-sharma,31.098039215686274,0.6470588235294118,1.0196078431372548,73.71769230769232,8.079019607843136,51
102,shivam-mavi,27.25,1.4,0.8,61.75,9.249,20
103,ajinkya-rahane,31.714285714285715,22.607142857142858,0.0,101.66326923076919,0.0,56
104,sandeep-warrier,14.0,0.0,0.5,0.0,8.145,4
105,jayant-yadav,12.777777777777779,2.5555555555555554,0.3333333333333333,104.54,7.2122222222222225,9
106,kl-rahul,66.79591836734694,45.97959183673469,0.0,130.4330612244898,0.0,49
107,saurabh-tiwary,26.25,19.375,0.0,108.295,0.0,8
108,lalit-yadav,39.0,10.8,0.6,123.77666666666666,5.582,5
109,nathan-coulter-nile,39.8125,2.4375,1.25,113.998,8.075625,16
110,dawid-malan,37.0,26.0,0.0,100.0,0.0,1
111,kagiso-rabada,55.34146341463415,3.0,1.6829268292682926,100.81,8.324878048780487,41
112,eoin-morgan,33.92,23.0,0.0,117.38666666666667,0.0,25
113,deepak-hooda,20.733333333333334,9.911111111111111,0.1111111111111111,118.08151515151516,2.8222222222222224,45
114,rahul-tripathi,32.32692307692308,22.596153846153847,0.0,120.43647058823528,0.23076923076923078,52
115,umesh-yadav,33.75609756097561,0.926829268292683,1.0975609756097562,61.81399999999999,8.787560975609756,41
116,jason-holder,68.75,8.75,2.125,119.16599999999998,8.21875,8
117,mahipal-lomror,15.714285714285714,12.428571428571429,0.0,118.90666666666665,2.5,7
118,dwayne-bravo,34.94736842105263,6.526315789473684,0.8947368421052632,115.0590476190476,8.747631578947368,38
119,kamlesh-nagarkoti,15.272727272727273,2.0,0.45454545454545453,66.18428571428572,8.301818181818183,11
120,sanju-samson,43.57377049180328,29.770491803278688,0.0,120.29783333333334,0.0,61
121,moeen-ali,49.4,20.6,0.6,124.90086956521738,6.6424,25
122,abhishek-sharma,22.058823529411764,8.823529411764707,0.29411764705882354,118.87666666666668,6.088235294117647,17
123,jofra-archer,48.51428571428571,5.571428571428571,1.3142857142857143,129.98190476190476,7.150571428571428,35
124,adam-milne,24.4,1.4,0.6,43.053333333333335,10.35,5
125,shahbaz-nadeem,23.347826086956523,0.6521739130434783,0.7391304347826086,45.83166666666667,9.043478260869565,23
126,ravindra-jadeja,40.2,11.015384615384615,0.6615384615384615,156.23068181818178,7.613384615384615,65
127,prasidh-krishna,23.903225806451612,0.0967741935483871,0.8387096774193549,17.332,9.376129032258065,31
128,shivam-dube,25.61904761904762,14.952380952380953,0.19047619047619047,113.89157894736843,3.880952380952381,21
129,jagadeesha-suchith,28.666666666666668,6.666666666666667,0.6666666666666666,136.66500000000002,9.083333333333334,3
130,washington-sundar,27.166666666666668,5.166666666666667,0.6428571428571429,103.16079999999998,7.227380952380952,42
131,kc-cariappa,26.2,2.2,0.8,123.33333333333333,10.132,5
132,ravi-bishnoi,30.833333333333332,0.4444444444444444,0.8888888888888888,43.56999999999999,7.142777777777778,18
133,avesh-khan,32.35294117647059,0.23529411764705882,1.1176470588235294,133.33,9.332941176470587,17
134,tom-curran,33.583333333333336,10.583333333333334,0.8333333333333334,125.77555555555556,13.076666666666666,12
135,adam-zampa,27.444444444444443,0.5555555555555556,1.0,71.42,8.348888888888888,9
136,jonny-bairstow,57.25,37.07142857142857,0.0,125.14857142857144,0.0,28
137,fabian-allen,25.5,3.0,0.5,54.54,7.75,2
138,karun-nair,28.967741935483872,19.096774193548388,0.0,111.64964285714284,0.0,31
139,sam-billings,24.3125,15.375,0.0,100.59357142857142,0.0,16
140,kane-richardson,33.0,0.0,1.0,0.0,9.66,1
141,mayank-agarwal,37.28888888888889,25.822222222222223,0.0,121.62644444444442,0.0,45
142,khaleel-ahmed,38.45454545454545,0.045454545454545456,1.4090909090909092,16.666666666666668,8.79409090909091,22
143,marco-jansen,27.0,0.0,1.0,0.0,7.75,2
144,priyam-garg,16.142857142857142,9.5,0.0,98.791,0.0,14
145,krishnappa-gowtham,29.583333333333332,7.75,0.5416666666666666,151.29263157894738,9.027083333333334,24
146,virat-singh,8.666666666666666,5.0,0.0,60.114999999999995,0.0,3
147,shreevats-goswami,18.25,6.5,0.0,73.58800000000001,0.0,8
148,arshdeep-singh,31.470588235294116,0.11764705882352941,1.1176470588235294,50.0,9.012941176470589,17
149,chris-gayle,44.1875,31.75,0.0,121.71750000000002,0.125,48
150,varun-chakravarthy,36.61904761904762,0.5714285714285714,1.1904761904761905,57.331999999999994,7.400476190476191,21
151,abdul-samad,16.6875,9.1875,0.0625,144.6209090909091,3.234375,16
152,imran-tahir,42.92307692307692,0.38461538461538464,1.358974358974359,76.66666666666667,7.4423076923076925,39
153,shimron-hetmyer,25.17391304347826,15.608695652173912,0.0,130.96571428571428,0.0,23
154,david-miller,27.4,18.88,0.0,111.90260869565218,0.0,25
155,mujeeb-ur-rahman,30.263157894736842,0.631578947368421,1.0,55.555,8.236842105263158,19
156,lungi-ngidi,52.214285714285715,0.0,1.7857142857142858,0.0,8.297142857142857,14
157,manan-vohra,24.11111111111111,18.11111111111111,0.0,103.0794117647059,0.0,18
158,david-warner,60.895833333333336,43.208333333333336,0.0,128.32208333333335,0.25,48
159,prithvi-shaw,34.82608695652174,24.652173913043477,0.0,120.61760869565217,0.0,46
160,marcus-stoinis,34.12765957446808,15.957446808510639,0.46808510638297873,118.77581395348837,7.885531914893617,47
161,kedar-jadhav,20.525,13.875,0.0,111.21323529411767,0.0,40
162,rajat-patidar,24.5,17.75,0.0,98.5575,0.0,4
163,virat-kohli,44.983333333333334,32.766666666666666,0.0,118.88616666666667,0.0,60
164,sachin-baby,11.0,5.0,0.0,77.77666666666666,0.0,3
165,faf-du-plessis,49.85,33.375,0.0,117.85410256410255,0.0,40
166,praveen-dubey,7.0,2.3333333333333335,0.0,53.84,8.773333333333333,3
167,shikhar-dhawan,49.816901408450704,35.140845070422536,0.0,117.28845070422534,0.0,71
168,rahul-tewatia,36.45945945945946,11.783783783783784,0.6216216216216216,121.3425925925926,7.618648648648649,37
169,dhawal-kulkarni,15.576923076923077,0.5769230769230769,0.5,108.332,9.534230769230769,26
170,murugan-ashwin,27.375,0.9583333333333334,0.7916666666666666,68.97857142857143,7.915416666666666,24
171,devdutt-padikkal,45.76190476190476,31.80952380952381,0.0,116.95142857142858,0.0,21
